,username,description,profileUrl,location,website
995,vvanedwards,WSJ Bestselling Author of Captivate and Cues + #RecoveringAwkwardPerson + Speaker + Creator of People School + Founder @ Science Of People,https://twitter.com/vvanedwards,"Austin,TX",https://scienceofpeople.com/
996,kennyvaccaro,CEO @g1official | Founder Kollective & @konnectatx | kennyvaccaro@gamersfirst.gg,https://twitter.com/kennyvaccaro,"Austin,TX",http://gamersfirst.gg
997,amysundae,"Founder and new mom. Building @briefly_ai and @landingprty, Past: Partner @Sequoia, Growth @Uber, Product @Facebook, Economics @Harvard, Artist",https://twitter.com/amysundae,"Austin,TX",http://www.brieflyai.com
998,JacobWolf,award-winning investigative reporter • listen to ‘Visionaries’: apple.co/3Rt24yD • writing 'The Jacob Wolf Report' • founder and ceo @overcome • formerly @espn,https://twitter.com/JacobWolf,"Austin,TX",https://www.jacobwolf.report
999,jwmares,"Founder @truemedpayments, @kettleandfire, @drinksurely, others. Venture partner @longjourneyvc.
Sign up for my newsletter on health and startups:",https://twitter.com/jwmares,"Austin,TX",https://justinmares.substack.com/
1000,DogTipper,Author of 35 pet & travel books. Founder of YUCKY PUPPY poop bag carriers that help zip in odor: yuckypuppy.com,https://twitter.com/DogTipper,"Austin,TX",https://www.dogtipper.com
1001,FonzGm,Founder & CEO @tokenproof//🇺🇸🇲🇽🖥🎶🍽🌎🍄🚀,https://twitter.com/FonzGm,"Austin,TX",
1002,siliconlabs,"Silicon Labs is a leader in secure, intelligent wireless technology for a more connected world.",https://twitter.com/siliconlabs,"Austin,TX",http://www.silabs.com
1003,crobertson_atx,General Manager @ Archetype Entertainment. Game industry tech leader.,https://twitter.com/crobertson_atx,"Austin,TX",http://archetype-entertainment.com
1004,mkelly007,"Councilmember: Austin City Council, D6. PIO firefighter. Thoughts are my own. Official Political Acct: @mk6atx fun fact: I’m the #ATXcouncil minority leader",https://twitter.com/mkelly007,"Austin,TX",https://linktr.ee/mkelly007
1005,SonalRShah,Social Impact Leader.  CEO @TexasTribune.  Former @UnitedWay @TAAF @BeeckCenter | boards: @ConsumerReports @UBS Optimus Foundation.  Advisory Council @Pinterest,https://twitter.com/SonalRShah,"Austin,TX",http://www.texastribune.org
1006,Kony,Leader in Digital Experience Development Platforms | #MADP #MXDP #LowCode #DigitalBanking #DigitalTransformation | #KonyDBX #KonyQuantum,https://twitter.com/Kony,"Austin,TX",http://www.kony.com
1007,Chief_Manley,Retired Chief of Police Austin Police Department,https://twitter.com/Chief_Manley,"Austin,TX",http://austintexas.gov/police
1008,noahkagan,Chief Sumo at @appsumo. #30 at Facebook. Helping entrepreneurs 👉 okdork.com,https://twitter.com/noahkagan,"Austin,TX",https://okdork.com
1009,raymondh,"Chief trainer for Mutable Minds.
Certified Public Accountant, Retired
Python guru. Alloy & TLA⁺ enthusiast.
Aspiring pianist. Former pilot.
Born at 320 ppm CO₂.",https://twitter.com/raymondh,"Austin,TX",https://rhettinger.wordpress.com
1010,jeremydmiller,"Husband to Lindsey, Dad to Max, Declan, and Aubrey, and owner of JasperFx Software. I take pull requests. Go Chiefs!",https://twitter.com/jeremydmiller,"Austin,TX",https://jeremydmiller.com
1011,Hugh_W_Forrest,"Chief Programming Officer at SXSW. Other passions include the Boston Red Sox, reading, exercise when possible and sleep sleep sleep.",https://twitter.com/Hugh_W_Forrest,"Austin,TX",http://about.me/hughforrest
1012,chrisbosh,2021 HOF -Letters To a Young Athlete out Now! 📖 Music Executive/Producer- Daddy Jack Records 🎵-2xNBA Champion/11x All Star- Gold Medalist 🏀 Husband/Father,https://twitter.com/chrisbosh,"Austin,TX",http://chrisbosh.com
1013,JimmyASnow,Executive Producer of The Line. Host of some shows sometimes. he/him,https://twitter.com/JimmyASnow,"Austin,TX",https://youtube.com/@calltheline
1014,makosloff,Executive Producer @beondeck Media Fellow @HudsonInstitute. Co-Host The @Realignmentpod via @JoinLincoln,https://twitter.com/makosloff,"Austin,TX",https://the-realignment.simplecast.com/
1015,BenIrvo,"Gamer. Makes Games. From Sydney, Australia. Executive Producer at Crystal Dynamics. Opinions are my own.",https://twitter.com/BenIrvo,"Austin,TX",
1016,EthanFinlay13,Austin FC | USMNT 🇺🇸| MLSPA Executive Board Member | #TeamNike,https://twitter.com/EthanFinlay13,"Austin,TX",
1017,ChristinaFeed,"Primetime Executive Producer for @NewsNation.  Former @CNN, @NBC, @KVUE News Director & other strong local news stations.",https://twitter.com/ChristinaFeed,"Austin,TX",
1018,ErikJohnsonMKTG,Entrepreneur creating solutions for CEO's in finding their key players in the marketplace.,https://twitter.com/ErikJohnsonMKTG,"Austin,TX",http://craiglindell.com/the-lindell-approach/
1019,rossramsey,"Writer, speaker, consultant. Co-founder and former executive editor of @TexasTribune, retired journalist. Socks, sometimes. Ties, only when absolutely required.",https://twitter.com/rossramsey,"Austin,TX",
1020,sewellchan,Journalist · Editor in Chief @TexasTribune · Board Member @TexasLyceum @FreedomHouse @CJR @NewsLeaders,https://twitter.com/sewellchan,"Austin,TX",http://www.texastribune.org
1021,russellgold,"PSA: This is twitter, not real journalism. Who am I? Journalist @TexasMonthly, author russellgold.net/about, flanuer, husband, father.",https://twitter.com/russellgold,"Austin,TX",http://www.russellgold.net
1022,jessicawluther,"Investigative journalist. Author of books. Podcaster: @burnitdownpod, 3rd season of @bluewirepods #AmericanProdigies. Tall. Tired. She/Her.",https://twitter.com/jessicawluther,"Austin,TX",https://www.jessicawluther.com
1023,KristiLeighTV,"❇️Award-Winning Main Anchor ❇️Independent Journalist  ❇️TV/Podcast Host
❇️Mom of 3 ❇️Loves Jesus ❇️1st amendment @bgsu Falcon
kristileightv.locals.com",https://twitter.com/KristiLeighTV,"Austin,TX",http://kristileightv.com
1024,bradwetzler,"Author, ""Into the Soul of the World: My Journey to Healing "" (2023) & ""Real Mosquitoes Don't Eat Meat"" (2005). Journalist, Host, Enlightened-ish Podcast.",https://twitter.com/bradwetzler,"Austin,TX",https://mtr.bio/bradwetzler
1025,MorganSmith,Mother of two young humans. Also: free range journalist / @TexasTribune ex / @Wellesley alum / Grackle enthusiast / bymorgansmith@gmail.com,https://twitter.com/MorganSmith,"Austin,TX",
1026,PatrickW,"Economics journalist, editor @MauldinEcon, consumer of supply and producer of demand. Married/Catholic/Dad. Opinions mine. Mastodon: @patrickw@journa.host",https://twitter.com/PatrickW,"Austin,TX",http://www.mauldineconomics.com/connecting-the-dots/
1027,_delconte,"Vice President and Athletics Director, The University of Texas",https://twitter.com/_delconte,"Austin,TX",http://TexasSports.com/GoMobile
1028,JCHartzell,"President @UTAustin, proud father, Texas Ex, and UT fan #WhatStartsHere 🌎",https://twitter.com/JCHartzell,"Austin,TX",http://president.utexas.edu
1029,TexasAFT,"Yes, Texas has unions. Ours represents teachers & school employees. Affiliated w/ @AFTUnion, @AFLCIO. Tweets by President Zeph Capo signed ZC. ✊",https://twitter.com/TexasAFT,"Austin,TX",http://texasaft.org
1030,RichardGarriott,"President @ExplorersClub; a Videogame Industry Founding Father; Astronaut, Aquanaut, Polar Explorer; Family: @LaetitiaGdC, @Ronin_British, @Kinga_British",https://twitter.com/RichardGarriott,"Austin,TX",http://www.richardgarriott.com
1031,joshuamschultz,The SMB Ops Expert. Rebuilding US Manufacturing. Investing/Consulting SMB Manufacturing & Distribution. Teaching the SMB Blueprint. President/COO Canekast 🏭🚀,https://twitter.com/joshuamschultz,"Austin,TX",http://joshuaschultz.com
1032,kdamp,"I am second. Beth’s husband. Kayleigh & Kristen’s Dad. LCC, SHSU & TAMU. Texas State President. 🇨🇦➡️TX ➡️GA ➡️LA ➡️TX ➡️AL ➡️TX ➡️OK ➡️AR ➡️TX",https://twitter.com/kdamp,"Austin,TX",https://www.president.txstate.edu/about-president-damphousse/biography.html
1033,kylesockwell,President & CEO of Swimming Twitter • Swimming play-by-play commentator & analyst • inquiries to kyle.sockwell@gmail.com,https://twitter.com/kylesockwell,"Austin,TX",http://youtube.com/@Sockwell
1034,AuthorEdenC,Romance Author 💗 Published Poet ✍️ #ADHD ✨ 9w1 ✌🏻 She/Her 🧚‍♀️,https://twitter.com/AuthorEdenC,"Austin,TX",https://edencampbellwrites.wordpress.com/
1035,HowellWave,"Survived organized commerce for over forty years,full time writer.  #ASMSG #TXWriters amazon.com/~/e/B00HMRWO6C",https://twitter.com/HowellWave,"Austin,TX",http://johnwhowell.com/
1036,nft_pirates,"Pod dedicated to interviewing NFT Millionaires, CEOs, Influencers & Experts🎙✊ (Never financial advice, always DYOR) 🫡🏴‍☠️",https://twitter.com/nft_pirates,"Toronto,ON",https://linktr.ee/nft_pirates
1037,EconguyRosie,"Founder and President of Rosenberg Research & Associates Inc.

Retweets, Likes and Follows are not endorsements.",https://twitter.com/EconguyRosie,"Toronto,ON",http://web.rosenbergresearch.com/FreeTrial
1038,Model3Owners,Founder & former owner of TeslaOwnersOnline.com Retired and livin' the dream. My youtube channel 👉🏼 bit.ly/3JAe117,https://twitter.com/Model3Owners,"Toronto,ON",
1039,jsmian,"Tweeting about life and markets, which I submit to you are intertwined. Founder of Stray Reflections community. Author of strayreflectionsbook.com.",https://twitter.com/jsmian,"Toronto,ON",http://www.stray-reflections.com
1040,amanda,ceo + founder @timecounts. organized a thing called #twestival.,https://twitter.com/amanda,"Toronto,ON",https://amandarose.com
1041,Penalosa_G,"Ran for Mayor of Toronto. Founder, 8 80 Cities and Cities for Everyone. Focus on affordable, equitable, sustainable cities. Have worked in over 350 cities.",https://twitter.com/Penalosa_G,"Toronto,ON",http://www.gpenalosa.ca
1042,ruffoloj,"Founder & Managing Partner, Maverix Private Equity / Founder, OMERS Ventures / Co-Founder, Council of Canadian Innovators. Love entrepreneurship & innovation.",https://twitter.com/ruffoloj,"Toronto,ON",http://www.maverixpe.com
1043,LaithHakeem,Professional Visual Artist ~ @LaithHakeemArt | Founder & Host of @plusmoodRADIO.,https://twitter.com/LaithHakeem,"Toronto,ON",http://soundcloud.com/plusmood
1044,BPakFitness,‘Bodybuilding Yogi’🧘🏼IFBB Pro. Founder/CEO Muscle Intelligence 💪 Proud Dad👨‍👧‍👦. Physique & Peak Performance Coach🥇 Business and Life Shift Mentor 🚀,https://twitter.com/BPakFitness,"Toronto,ON",http://www.muscleintelligence.com
1045,PatrickCeresna,"Founder of Big Picture Trading, co-host of the MacroVoices and Market Huddle podcasts and options instructor for the TMX Montreal Exchange",https://twitter.com/PatrickCeresna,"Toronto,ON",http://www.bigpicturetrading.com
1046,bjdnet,Founder of AAGM | Head of Partnerships,https://twitter.com/bjdnet,"Toronto,ON",https://www.linkedin.com/in/brandondeboer/
1047,TheJobfather__,Career Coach & Technical Recruiter | Rootin' For Everybody Black | Founder @JupiterHR_ Book a chat for your career with me: calendly.com/jupiterhr.,https://twitter.com/TheJobfather__,"Toronto,ON",http://JupiterHR.ca
1048,ZevShalev,"Ex-CBS News exec producer and founder, Narativ.org. 
'Narativ Live w Zev Shalev' Wed 8 PM ET. 'Spy Murdoch' soon. 
Premium content: patreon.com/narativ.",https://twitter.com/ZevShalev,"Toronto,ON",https://podcasts.apple.com/podcast/narativ-live-with-zev-shalev/id1472959950
1049,DinaPugliese,"Founder, clean beauty line: @careprinciple Instagram: dina.pugliese Info: TheCarePrinciple.com",https://twitter.com/DinaPugliese,"Toronto,ON",http://BreakfastTelevision.ca
1050,DanielMicay,"Security researcher/engineer. Founder and lead developer of @GrapheneOS.

Mastodon: grapheneos.social/@DanielMicay
Matrix: @strcat:grapheneos.org",https://twitter.com/DanielMicay,"Toronto,ON",https://daniel.micay.dev/
1051,TahirGora,"Broadcaster & CEO @TAGTVCANADA - A writer, Novelist,Poet & journalist-Director: Progressive Muslims’ Initiative-Founder: Muslim Committee Against Anti-Semitism",https://twitter.com/TahirGora,"Toronto,ON",http://tahirgora.com
1052,GhanaMixTapes,"Promoting #Afrobeats, Ghana #Music WorldWide. Artist Management & Development, A&R @KonvictAfrica, @aimnation Founder #AfricanInvasion #AIM #MotherlandCertified",https://twitter.com/GhanaMixTapes,"Toronto,ON",http://www.ghanamixtapes.com
1053,caitcronenberg,FOUNDER OF @feetandeyesguys feetandeyesguys.io foundation.app/@caitcronenberg superrare.com/caitcronenberg ccronenberg.taplink.ws,https://twitter.com/caitcronenberg,"Toronto,ON",https://www.caitlincronenberg.com
1054,heatherpayne,Founder & CEO of @junocollege. Formerly founded @learningcode. Advocate for employee ownership & four day work weeks. Member of @CanadaEO Steering Committee.,https://twitter.com/heatherpayne,"Toronto,ON",https://junocollege.com
1055,oliviachow,"ED and founder of @ichangeleaders former MP/city councillor, artist, and author of a best selling memoir My Journey.",https://twitter.com/oliviachow,"Toronto,ON",http://changeleaders.ca
1056,jen_keesmaat,"Founder, Markee Developments. Former Chief Planner, Toronto. Distinguished Visitor in Planning Emeritus, University of Toronto.",https://twitter.com/jen_keesmaat,"Toronto,ON",http://www.markeedevelopments.com
1057,glennmorrison,"No.1 Billboard Multi Platinum Record Producer, Pianist, Composer & Writer @ Sony Music. Founder of Alpine Mastering Studio (alpinemastering.com)",https://twitter.com/glennmorrison,"Toronto,ON",http://www.glennmorrison.com
1058,weenerwoman,"🌸 writer, performer, producer, pornographer, publisher, horny 🌸 she/her 🌸 author of Modern Whore: A Memoir 🌸 inquiries: hello@andreawerhun.com",https://twitter.com/weenerwoman,"Toronto,ON",https://linktr.ee/andreawerhun
1059,CBCAlerts,"Breaking national and international news alerts from CBC News, Canada's TV, radio, online and social media news leader.",https://twitter.com/CBCAlerts,"Toronto,ON",http://www.cbc.ca/news/
1060,lraitt,"Now - Investment Banker. Before - Member of Parliament, Minister & Deputy Leader of Conservative Party of Canada. Always - Mum of 2, Caregiver to Alz Spouse",https://twitter.com/lraitt,"Toronto,ON",
1061,CHCHNews,"CHCH is proud to be the news leader in Hamilton, Halton and Niagara. Watch live online at chch.com/live for all the latest news coverage.",https://twitter.com/CHCHNews,"Toronto,ON",http://www.chch.com
1062,CHCHTV,"Proud news leader in Hamilton, Halton & Niagara. Our primetime line-up features movies, hit comedies & dramas. Watch news live at chch.com/live",https://twitter.com/CHCHTV,"Toronto,ON",http://www.chch.com
1063,markhmasters,TSN's first-class reporter and leader of #MastersNation,https://twitter.com/markhmasters,"Toronto,ON",http://www.tsn.ca/
1064,JohnTory,"Father, Grandfather, Lawyer, CEO, CFL Commissioner, Corporate Director, Opposition Leader, Broadcaster, Mayor, Community Volunteer, Proud Torontonian",https://twitter.com/JohnTory,"Toronto,ON",
1065,stephen_taylor,Current (redacted) of the (redacted). Former Senior Political Advisor to the Leader of the Opposition in Canada's Parliament. On twitter to make friends.,https://twitter.com/stephen_taylor,"Toronto,ON",https://stephentaylor.substack.com
1066,SajjadFazel,"Strategic Leader, Healthcare & Not-for-Profit • Public Health Consultant • Views are my own. RT ≠ endorsement. #publichealth #leadership #scicomm",https://twitter.com/SajjadFazel,"Toronto,ON",https://www.sajjadfazel.ca/
1067,MelissaLantsman,Member of Parliament for #Thornhill | @cpc_hq Deputy Leader | @pcc_hq cheffe adjointe | 🇨🇦✡️ 🏳️‍🌈✌️| Facebook & Instagram 👉@melissalantsman,https://twitter.com/MelissaLantsman,"Toronto,ON",https://melissalantsmanmp.ca/
1068,maritstiles,Leader of Ontario's Official Opposition @OntarioNDP and proud MPP for Davenport. she/her (MAH-rit),https://twitter.com/maritstiles,"Toronto,ON",http://www.maritstiles.ca
1069,unbrelievable,"Co-founder @birdandbeco. Previously Product Leader @joinleague, @universe, @wattpad, @pivotallabs. Co-founder @learningcode. She/her.",https://twitter.com/unbrelievable,"Toronto,ON",https://medium.com/@breannahughes
1070,craigmillr,"Former Chief Product Officer, Chief Marketing Officer at Shopify (2011 - 2020). Focusing on family, friends and philanthropy now. 😷",https://twitter.com/craigmillr,"Toronto,ON",
1071,cbctom,"Host, The World This Hour - Friday host, The World At Six: CBC Radio News (also loyal fan of the @Chiefs, @LFC & @TorontoFC)",https://twitter.com/cbctom,"Toronto,ON",http://cbcnews.ca
1072,therainmanmusic,Recording Artist | Executive Producer | Entrepreneur | credits Young Buck | Kevin Gates BIZ: therainmanofficial@gmail.com IG:therainmanofficial CAKED UP OUT NOW,https://twitter.com/therainmanmusic,"Toronto,ON",https://itunes.apple.com/ca/artist/the-rainman/618291853
1073,Bill_Morneau,"Former Minister of Finance 🇨🇦(2015-2020); Former Executive, Chairman & CEO (1997-2015).",https://twitter.com/Bill_Morneau,"Toronto,ON",
1074,DamoSpin,"Resident of ONT and Epekwitk. Part of amazing family of 6, plus Lincoln and Marlowe. Executive director of The Northern Star Award/Le Prix Etoile du Nord.",https://twitter.com/DamoSpin,"Toronto,ON",
1075,CamilleLabchuk,"Animal lawyer & executive director of @AnimalJustice. I tweet about animals, law, food, politics. she/her",https://twitter.com/CamilleLabchuk,"Toronto,ON",http://www.animaljustice.ca
1076,RotmanWomen,The @rotmanschool Initiative for Women in Business official account. Executive leadership programs and career relaunch support for women. RT ≠ endorsements.,https://twitter.com/RotmanWomen,"Toronto,ON",http://www.rotman.utoronto.ca/women
1077,davidaklar,"#Sustainability Expert, 2018 @CorporateKnight #Top30Under30 #Award Winner & Executive Director at @globalSDGawards. #GlobalGoals #SDGawards #Innovation #SDGs",https://twitter.com/davidaklar,"Toronto,ON",https://www.linkedin.com/in/davidklar
1078,farrahsafiakhan,Gender justice advocate. Executive Director @actioncanadashr. Host of Healing Comes in Waves podcast healingcomesinwaves.ca. CEO of @possibilityseed.,https://twitter.com/farrahsafiakhan,"Toronto,ON",https://linktr.ee/farrahsafiakhan
1079,jhrnews,Journalists for Human Rights mobilizes media to spread human rights awareness. Empowering people through #rightsmedia,https://twitter.com/jhrnews,"Toronto,ON",http://www.jhr.ca
1080,CJFE,"Canadian Journalists for Free Expression monitors, defends and promotes free expression and access to information in Canada and around the world.",https://twitter.com/CJFE,"Toronto,ON",http://cjfe.org
1081,Raveen64,"Veteran Journalist, Media Strategist, Political Commentator & Ex Media Advisor to Capt Amarinder Singh. Retweets do not imply endorsement.",https://twitter.com/Raveen64,"Toronto,ON",
1082,LaurenPelley,"Senior Health & Medical Reporter at @CBCNews | “As journalists, we need both a soul and a spine.” —Marty Baron | ✉ lauren.pelley@cbc.ca",https://twitter.com/LaurenPelley,"Toronto,ON",https://www.cbc.ca/news/health/author/lauren-pelley-1.4061052
1083,arzuyldzz,"Journalist, Writer, Rootless, Anti authoritarian, Borderless, Pen Canada, Writers in Exile, CAJ, Amnesty, ICFJ, Ungrateful Refugee @NewCdnMedia Berxwedan Jîyane",https://twitter.com/arzuyldzz,"Toronto,ON",https://link.medium.com/q97wHc2mThb
1084,NatashaFatah,Journalist.,https://twitter.com/NatashaFatah,"Toronto,ON",
1085,LisaLaFlamme_,Journalist.            Instagram: @lisamlaflamme,https://twitter.com/LisaLaFlamme_,"Toronto,ON",
1086,DesmondCole,"Journalist, activist, author of ""The Skin We're In: A Year of Black Resistance and Power""

for bookings, contact Scott Sellers: ssellers@penguinrandomhouse.com",https://twitter.com/DesmondCole,"Toronto,ON",https://www.penguinrandomhouse.ca/books/536075/the-skin-were-in-by-desmond-cole/9780385686341
1087,lizrenzetti,"Journalist, author, editor, speaker. Best-selling author of essay collection Shrewed and novel Based on a True Story. She/her. liz@elizabethrenzetti.com",https://twitter.com/lizrenzetti,"Toronto,ON",
1088,caroloffcbc,"Journalist and author.
Former co-host of CBC As It Happens",https://twitter.com/caroloffcbc,"Toronto,ON",
1089,TomPodolec,Multi-media journalist • Aviation Story Teller • Video and Photography • Toronto • Real-time Aircraft Emergencies & Flight Alerts ✈️ DM your tips & story ideas.,https://twitter.com/TomPodolec,"Toronto,ON",http://www.tompodolec.com
1090,JohnLorinc,"Journalist, covering cities & climate. Spacing, Globe & Mail, Corporate Knights. Editor: Coach House Books, Defining Moments Canada. Author Dream States (2022).",https://twitter.com/JohnLorinc,"Toronto,ON",https://chbooks.com/Contributors/L/Lorinc-John
1091,Avis_Favaro,"Canadian Health Journalist - Hypochondriac and Contributor to CTV News, Host Canadian Health Information Podcast",https://twitter.com/Avis_Favaro,"Toronto,ON",http://www.ctv.ca/health/
1092,sabaeitizaz,"Co-Host/Producer @TorontoStar’s daily news podcast ‘This Matters’.Ex #CBC, #BBC.Multimedia journalist,TV & radio host. 2023 @CJFE Tara Singh Hayer Award winner.",https://twitter.com/sabaeitizaz,"Toronto,ON",https://podcasts.apple.com/ca/podcast/this-matters-daily-news-podcast/id1502184498
1093,kaetlyn_23,"#figureskating Canadian, Olympic, and World Champion. Currently an aspiring #journalist studying at @centennialedu",https://twitter.com/kaetlyn_23,"Toronto,ON",
1094,Ash_Stewart_,"🥝 Investigative journalist📍Toronto via Dubai, Christchurch, Tokyo, Jakarta & more 早稲田大学.",https://twitter.com/Ash_Stewart_,"Toronto,ON",http://instagram.com/ash_stewart_
1095,duncanmccue,"Nd’Anishinaabe. Host: Helluva Story @CBCRadio, Kuper Island @CBCPodcasts. Journalist-in-residence @JournalismTMU. Fan of frybread. Creator riic.ca",https://twitter.com/duncanmccue,"Toronto,ON",http://www.cbc.ca/mediacentre/bio/duncan-mccue
1096,omarsachedina,"Journalist, Anchor at CTV National News.            Love my job.   Love the people in my life. And love sushi. IG: @omarsachedina",https://twitter.com/omarsachedina,"Toronto,ON",http://www.ctvnews.ca
1097,Burkie2020,"President of Hockey Operations @penguins, proud dad and supporter of inclusion in sports.",https://twitter.com/Burkie2020,"Toronto,ON",https://www.chapters.indigo.ca/en-ca/books/burkes-law-a-life-in/9780735239470-item.html
1098,JohnPasalis,All things real estate - President at @RealosophyRE -Ideas at @movesmartly Doctoral candidate at @UofT & @UniofReading housing market micro trends,https://twitter.com/JohnPasalis,"Toronto,ON",http://realosophy.com
1099,_Todd_Young,President Young Aerospace Group Limited & Senior Advisor at De Havilland Aircraft of Canada Limited. Loves the water.,https://twitter.com/_Todd_Young,"Toronto,ON",https://dehavilland.com
1100,GasPriceWizard,"President, Canadians for Affordable Energy, former Liberal MP (‘93-‘11) Check out GasWizard.ca for 🇨🇦’s only 2&3 day gas price predictions & 25 years of data",https://twitter.com/GasPriceWizard,"Toronto,ON",http://affordableenergy.ca
1101,MarkShapiro,President & CEO @bluejays,https://twitter.com/MarkShapiro,"Toronto,ON",http://www.bluejays.com
1102,ConradMBlack,"Historian, Columnist, Financier, Justice Reform Advocate, Author of “A President Like No Other: Donald J. Trump” in stores and on Amazon: amzn.to/2LAJJn0",https://twitter.com/ConradMBlack,"Toronto,ON",http://www.conradmblack.com
1103,DrJacobsRad,"Dad. Husband. Doctor. President, Ontario Association of Radiologists.🇺🇦",https://twitter.com/DrJacobsRad,"Toronto,ON",https://oarinfo.ca/about/oar-presidents-message
1104,ColinDMello,"Queen’s Park Bureau Chief, Global News Toronto. President, QP Press Gallery. Colin.DMello@GlobalNews.ca ColinDMello@mstdn.ca",https://twitter.com/ColinDMello,"Toronto,ON",https://globalnews.ca/toronto/
1105,LindaFrum,Former Canadian Senator turned full time Community Volunteer. Chair UJA Federation of Toronto Committee to combat Antisemitism and Hate,https://twitter.com/LindaFrum,"Toronto,ON",http://lindafrum.ca
1106,BonnieCrombie,"Official Mayoral Account - Tweets from Mayor & Team. Former Councillor for Ward 5 and MP for Streetsville, a business woman, entrepreneur and mom.",https://twitter.com/BonnieCrombie,"Toronto,ON",http://mayorcrombie.ca
1107,BillBlair,MP for Scarborough Southwest. President of the King’s Privy Council for Canada and Minister of Emergency Preparedness. Former Toronto Chief of Police. 🇨🇦,https://twitter.com/BillBlair,"Toronto,ON",https://billblair.libparl.ca
1108,peggynash,"Feminist. Pro-labour. Author. // Former MP for Parkdale—High Park, now with Toronto Metropolitan University",https://twitter.com/peggynash,"Toronto,ON",
1109,GurratanSingh,"Community Advocate, Lawyer, former Member of Provincial Parliament, and fan of all things veggie.",https://twitter.com/GurratanSingh,"Toronto,ON",
1110,iamIqraKhalid,Member of Parliament for Mississauga #ErinMills • she/her/elle • personal account,https://twitter.com/iamIqraKhalid,"Toronto,ON",https://iqrakhalid.libparl.ca
1111,MajidJowhari,"🇨🇦 Husband, father, & Member of Parliament for Richmond Hill. 🙌🏽 Mental health, anti-racism, environmental-friendliness, affordability and ❤️for seniors.",https://twitter.com/MajidJowhari,"Toronto,ON",http://majidjowhari.libparl.ca
1112,MarciIen,Member of Parliament for #TorontoCentre — Canada’s Minister for Women and Gender Equality and Youth — Mom to Blaize and Dash.,https://twitter.com/MarciIen,"Toronto,ON",https://linktr.ee/marciien
1113,SalmaZahid15,"Mother, wife, and fighter for communities & gender equality. Member of Parliament for Scarborough Centre.",https://twitter.com/SalmaZahid15,"Toronto,ON",https://salmazahid.libparl.ca/
1114,AliEhsassi,"Member of Parliament for Willowdale; Chair, Foreign Affairs and International Development Committee 🇨🇦",https://twitter.com/AliEhsassi,"Toronto,ON",http://www.aliehsassi.ca
1115,SoniaLiberal,Your Member of Parliament for #BramptonSouth. Mom. Community advocate. All-Party Diabetes Caucus Chair. Her/elle,https://twitter.com/SoniaLiberal,"Toronto,ON",https://soniasidhu.libparl.ca/
1116,coteau,"Member of Parliament for Don Valley East
Co-Chair of the Parliamentary Black Caucus.  
Proud Canadian 🇨🇦 #cdnpoli #onpoli",https://twitter.com/coteau,"Toronto,ON",https://michaelcoteau.libparl.ca/
1117,rubysahotalib,Canadian Member of Parliament for Brampton North since 2015.,https://twitter.com/rubysahotalib,"Toronto,ON",http://www.rubysahotamp.ca
1118,Rob_Oliphant,Member of Parliament for Don Valley West and Parliamentary Secretary to the Minister of Foreign Affairs.                linktr.ee/rob_oliphant,https://twitter.com/Rob_Oliphant,"Toronto,ON",http://roboliphant.ca
1119,ttperryplay716,"Writer and author of 6 books, five are published. My fifth book “ Monsters are Real “ is now available! I’m currently working on my sixth book. 🌸🌸🌸",https://twitter.com/ttperryplay716,"Toronto,ON",http://amazon.com/dp/1983174548/
1120,CBartonAuthor,"Author of science fiction and fantasy with a penchant for the strange. amazon.com/author/chanceb…
#amwriting #scifi #fantasy #horror #bigfoot",https://twitter.com/CBartonAuthor,"Toronto,ON",http://ChanceBarton.com
1121,PortalProphecy,"USA Today Bestselling Author, C.A. King
amazon.com/stores/C.-A.-K…",https://twitter.com/PortalProphecy,"Toronto,ON",https://www.bookbub.com/profile/c-a-king
1122,MGunningAuthor,2018 ETFO Children’s Literature Award winner. Elementary teacher-librarian. Middle-grade author of I TOLD YOU SO series. #kidlit,https://twitter.com/MGunningAuthor,"Toronto,ON",http://www.itchygooneybooks.com
1123,pnh,"Editor-in-Chief at Tor Books. Series editor, Tor Essentials. Opinions mine, not Tor's. He, his. Also @pnh@wandering.shop.",https://twitter.com/pnh,"Tucson,AZ",http://nielsenhayden.com
1124,rdevro,journalist - @theintercept,https://twitter.com/rdevro,"Tucson,AZ",https://theintercept.com/staff/ryan-devereaux/
1125,DanMarriesKOLD,"Dad, journalist, @azpeacemakers fan, frmr BLM wildland firefighter. AZ by way of San Diego, OK, & CO. @ColoradoMesaU alum. Licensed AZ Real Estate Agent",https://twitter.com/DanMarriesKOLD,"Tucson,AZ",https://www.facebook.com/DanMarries
1126,AndreaGold,"President Gold Stars Speakers Bureau, author Business of Successful Speaking, Authors Who Speak Sell More Books, self improvement. Spot POSSIBILITIES!",https://twitter.com/AndreaGold,"Tucson,AZ",http://www.goldstars.com
1127,MrAdamRex,"Author/ illustrator of all the books you like. No, not that one. No not that one either.

adamrex.substack.com

he/him",https://twitter.com/MrAdamRex,"Tucson,AZ",http://adamrex.com
1128,leafwax,"Climate scientist, paleoclimatologist & leaf wax isotope enthusiast at the University of Arizona. Lead Author of the IPCC AR6 WG1 report. Views my own.",https://twitter.com/leafwax,"Tucson,AZ",http://www.geo.arizona.edu/~jesst
