user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
The Highway To AI,Internet,Learn online what is happening with #AI for Businesses. A microblog with content from top accounts.,2012-08-06 20:09:28+00:00,31442,25980,40694,False,2023-04-09 20:21:54+00:00,"An organization's digital maturity is not a final goal but - as happens to us humans as we grow biologically - a magnificent growth path made up of objectives, milestones, and awareness of the historical moment.
RT @antgrasso #DigitalMaturity #CEO https://t.co/vVJKhUuayP",,Twitter Web App,False
Jermyn K.Y. Voon,"Alberta, Canada","@MRUBissett & @ICDCanada GEP Alumnus; #CPA (C); @FedYYC, @yycarts & @DownstageYYC BOD; Community Leader; Political Junkie; Frmer #GoC Intern #CorpGov. RT=FYI",2009-04-16 05:42:40+00:00,2309,5001,140022,False,2023-04-09 19:52:45+00:00,RT @MPBorman: EU #CorporateSustainabilityReportingDirective &amp; impact on US companies https://t.co/GZyg0uCcLf @dailyfei @Deloitte #CSRD #Sus…,"['CorporateSustainabilityReportingDirective', 'CSRD']",Twitter for iPhone,False
Maison Foo 🧡,Derby,"Makers of theatre, art & community. Associates @derbytheatre & proud #TheatreCompanyofSanctuary latest #ASeatAtOurTable https://t.co/qeVfbtaL6a",2010-01-27 21:59:31+00:00,2998,2398,4214,False,2023-04-09 19:51:29+00:00,"RT @_ArtReach: Recruitment for CEO-Creative Director!

We're looking to appoint an exceptional creative leader and CEO to provide visionary…",,Twitter for iPhone,False
Marc Rudov,"Pittsburgh, PA",#Branding Advisor to #CEOs | #Author | #Speaker | #Radio #TV Commentator | Critical Thinker | https://t.co/GbZLA9MCPS,2009-02-08 17:55:41+00:00,5040,3586,18235,False,2023-04-09 19:44:28+00:00,"RT @MarcRudov: Meet #BudLight’s @BudLight's Woke VP of #Marketing, Who Hired #CEO-approved #Trans #DylanMulvaney. GO TO https://t.co/S3PyTq…","['BudLight', 'Marketing', 'CEO', 'Trans', 'DylanMulvaney']",Twitter Web App,False
JC Gaillard,"London, England",Founder @CorixPartners @Transform_Sec | Fellow @CIISecHQ | Member @ForbesBizCncl | Top #Cybersecurity Thought Leader on @Thinkers360 | Author https://t.co/f2SLdXoMEK,2015-06-25 08:13:57+00:00,8916,8334,152641,False,2023-04-09 18:57:51+00:00,"RT @TCyberCast: To all our listeners, many thanks for all the love and support in 2022!

https://t.co/bMbdqp8Hdc

@Corix_JC @CorixPartners…",,Twitter for Android,False
excellencia,"Bristol, England",The Corporate Governance experts working with company directors & their boards to help businesses grow. Board evaluation and Director development #CorpGov #ESG,2011-09-19 16:06:19+00:00,8896,8302,15,False,2023-04-09 18:12:05+00:00,RT @MPBorman: How #boards can amp up their oversight of #cybersecurity https://t.co/oDyzFT7ZTU @GrantThornton #corpgov #CEO #CFO #CIO #CISO #GRC #ERM #Board #BoardofDirectors #governance #AuditCommittee #cybergovernance #cyberrisk #BoardLeadership #Boar… https://t.co/F3tnYRE1IF,"['boards', 'cybersecurity']",IFTTT,False
excellencia,"Bristol, England",The Corporate Governance experts working with company directors & their boards to help businesses grow. Board evaluation and Director development #CorpGov #ESG,2011-09-19 16:06:19+00:00,8896,8302,15,False,2023-04-09 18:12:04+00:00,RT @MPBorman: Leading After #Layoffs https://t.co/r6xMn0QKJ4 @Korn_Ferry #MiddleManagers #LeadershipDevelopment #corpgov #CEO #CFO #CHRO #HCM #HR #CSuite #ESG #GRC #Board #BoardofDirectors #governance #talentstrategy #HumanCapital #CompensationCommittee… https://t.co/naQYfnkRER,"['Layoffs', 'MiddleManagers', 'LeadershipDevelopment']",IFTTT,False
Singer Arpita Official 🦋,Armaan's Heart ❤️🥰,"Singing is my passion and Armaan Malik is my ideal and inspiration.
I am a die Hard fan of @armaanmalik22 ❤️@amaalmallik ❤️ @kunaalvermaa77 ❤️",2020-10-01 15:32:42+00:00,2274,1107,96041,False,2023-04-09 18:04:54+00:00,RT @thespicyvenue: Happy to share a moment and celebrity happy smiles captured at The Spicy Venue. Armaan Malik and Daboo Malik with our CE…,,Twitter for Android,False
Octavia Goredema,Los Angeles,"Career Coach & Author of PREP, PUSH, PIVOT. Read the 1st chapter now - here’s the link:",2010-12-16 23:49:57+00:00,2742,865,769,False,2023-04-09 18:04:35+00:00,"RT @Corix_JC: You Checked Out at Work &gt;&gt; Here’s How to Check Back In

https://t.co/YrvjgZ3uy6

@HarvardBiz @OctaviaGoredema #business #lead…",['business'],Twitter for iPhone,False
• Rishita_Armaalian 🦋 •,"Goa, India",Here just to follow and support #Armaal! My idols mean the world to me! #Armaalian till the end! ❤️,2020-08-11 07:52:29+00:00,183,108,25131,False,2023-04-09 17:58:28+00:00,RT @thespicyvenue: Happy to share a moment and celebrity happy smiles captured at The Spicy Venue. Armaan Malik and Daboo Malik with our CE…,,Twitter for Android,False
RPATools.Com,,"Official Account of https://t.co/6s6MecKtlc. Follow us for latest updates on #rpa , #ipa and #digitaltransformation.
Note: RTs are done via #RPA. No endorsement.",2020-09-15 08:33:01+00:00,1010,31,1088,False,2023-04-09 17:56:50+00:00,RT @FutureOurWork: We need to start with business objectives to identify the most critical insights for evaluating our digital efforts. RT…,,Microsoft Power Platform,False
Prof. Ari,,Associate Professor for Computer Networks. #WirelessNetworking • #IoT • #AI • #Automation • #Cybersecurity • #Privacy,2021-12-28 08:54:26+00:00,112,133,14,False,2023-04-09 17:53:02+00:00,RT @FutureOurWork: We need to start with business objectives to identify the most critical insights for evaluating our digital efforts. RT…,,Twitter for iPhone,False
Fiscal Fitness,www.MarketingMasterminds.org,"Fiscal Fitness & Frugal Finances https://t.co/fjYjxeof0W 
Crushing Costs: https://t.co/iZw7cmLSM3 & https://t.co/hnZeRtNg6l & https://t.co/Pby2LVWvNt",2014-12-30 21:36:06+00:00,4042,2583,60721,False,2023-04-09 17:35:22+00:00,"RT @LeanStartupLive: 3 Entrepreneurial Leadership Skills To Hone https://t.co/RAjEyVBuqj

#Entrepreneurship #Entrepreneur #Entrepreneurs #M…","['Entrepreneurship', 'Entrepreneur', 'Entrepreneurs']",Twitter Web App,False
Cyber Security News,,Cyber Security News in one place! Retweets original Cyber Sec tweets.,2021-06-19 04:13:33+00:00,421,0,2,False,2023-04-09 17:30:05+00:00,RT @MPBorman: How #boards can amp up their oversight of #cybersecurity https://t.co/7QH0qpHOZ2 @GrantThornton #corpgov #CEO #CFO #CIO #CISO…,"['boards', 'cybersecurity', 'corpgov', 'CEO', 'CFO', 'CIO', 'CISO']",cybersec_app,False
Richard Willis,"Van Nuys, Los Angeles",God's favorite wild child,2010-03-27 02:56:15+00:00,85,1734,18769,False,2023-04-09 17:29:59+00:00,"RT @LENAScorpio20: @MercedesVarnado You Ladies Put ON a Killer MONÉ Match THAT was LIT but in the 🔚, there can ONLY be ONE CHAMPION 🏆 I'm s…",,Twitter for Android,False
Manel,"Blanes, Catalunya",I am Systems engineer working mostly with Linux systems. Getting AWS Certified.,2021-03-25 18:21:57+00:00,376,5004,1813,False,2023-04-09 17:17:28+00:00,"RT @RumiChowd: RT @corixpartners: The #CyberSecurity Leadership Handbook for the #CISO and the #CEO

How to Fix Decade-Old Issues and Prote…","['CyberSecurity', 'CISO', 'CEO']",Twitter for Android,False
Data Governance Framework,"England, United Kingdom","Official news and insights. Top 10 influencer #gdpr, #privacy, #ai, #dataprotection, #ml, #cybersecurity, #ibm,  #dataprivacy, #infosec, #security, #ChatGPT4",2019-07-15 09:19:06+00:00,8570,1,98343,False,2023-04-09 17:17:11+00:00,"RT @TCyberCast: To all our listeners, many thanks for all the love and support in 2022!

https://t.co/bMbdqp8Hdc

@Corix_JC @CorixPartners…",,AI Data Governance Framework,False
excellencia,"Bristol, England",The Corporate Governance experts working with company directors & their boards to help businesses grow. Board evaluation and Director development #CorpGov #ESG,2011-09-19 16:06:19+00:00,8896,8302,15,False,2023-04-09 17:11:11+00:00,RT @MPBorman: A roadmap to #zerotrust maturity: 6 key insights from @Forrester https://t.co/sMkX1zUbAF @VentureBeat #cybersecurity #corpgov #CEO #CFO #CIO #CISO #Board #BoardofDirectors #governance #AuditCommittee #cybergovernance #ZTNA #CyberRisk https://t.co/sQ2e68p5BK,['zerotrust'],IFTTT,False
RAW GIRLS GROUP,"Boston, MA","Revealing Artistic Works (R.A.W.) was established in 2000 by Susan Flint as a non-profit self-esteem, empowerment, mentoring, and entrepreneurship program",2015-01-07 17:54:11+00:00,299,365,9239,False,2023-04-09 17:08:25+00:00,"RT @NieishaSpeaks: Are you planning to attend the 2nd annual “How to @boswhileblack Summit” this week?
 
Guess what? 
 
I will be sharing a…",,Twitter for iPhone,False
Chris Bertsch,Neither here nor there,"Part bot, part not - I would love to change the world, but they wouldn't give me the source code",2009-08-26 21:13:26+00:00,1869,388,239766,False,2023-04-09 17:08:03+00:00,"RT @corixpartners: Strategic risk analysis is key to ensure customer trust in product, customer-facing app security &gt; https://t.co/AyvhSQCo…",,retweettcb,False
#MakeBread,Boston,BREAD:Boston’s Racial + Economic Activated Dialogue #MakeBread #startupclassroom Powered by @tcproj,2015-04-07 00:35:41+00:00,1486,1248,12476,False,2023-04-09 17:07:37+00:00,"RT @NieishaSpeaks: Are you planning to attend the 2nd annual “How to @boswhileblack Summit” this week?
 
Guess what? 
 
I will be sharing a…",,Twitter for iPhone,False
Dream Builders,Boston ,Arts + Media Outreach Program cultivating students on how to succeed professionally in their field of passion!,2013-11-20 00:33:58+00:00,563,576,9748,False,2023-04-09 17:07:03+00:00,"RT @NieishaSpeaks: Are you planning to attend the 2nd annual “How to @boswhileblack Summit” this week?
 
Guess what? 
 
I will be sharing a…",,Twitter for iPhone,False
Fairmount Lab,"572 Columbia Road, Boston MA ","FIL offers an innovative and collaborative community, an accelerator, work space and network building events that catalyze  creative and social enterprises.",2015-02-24 20:17:29+00:00,1344,906,10297,False,2023-04-09 16:36:41+00:00,"RT @NieishaSpeaks: Are you planning to attend the 2nd annual “How to @boswhileblack Summit” this week?
 
Guess what? 
 
I will be sharing a…",,Twitter for iPhone,False
its_armaanmalik_,,"▪️Supporting Extraordinary Talents 
                           ● ARMAAN FOLLOWS ♡ ¤ 𝗨𝗣𝗗𝗔𝗧𝗘𝗥 🚨",2020-09-19 18:37:25+00:00,1038,453,40725,False,2023-04-09 16:29:33+00:00,RT @thespicyvenue: Happy to share a moment and celebrity happy smiles captured at The Spicy Venue. Armaan Malik and Daboo Malik with our CE…,,Twitter for Android,False
🇯🇲 Say 'Uncle'!,"The Worlds Famous Queens,🗽 ",Bless the real 🤬 the phonies - Vanity searching is like a epidemic disease,2012-09-28 07:29:23+00:00,1515,1471,200590,False,2023-04-09 16:27:30+00:00,"RT @LENAScorpio20: @MercedesVarnado You Ladies Put ON a Killer MONÉ Match THAT was LIT but in the 🔚, there can ONLY be ONE CHAMPION 🏆 I'm s…",,Twitter for Android,False
Devansh Bhardwaj,India,"Hey Guys, I am a Singer/Songwriter/Musician
YT Channel - Devansh Bhardwaj DB",2018-03-20 08:06:09+00:00,4,18,45,False,2023-04-09 16:11:05+00:00,"RT @vijaytiwariji: It was a privilege to be the part of
#Parampara2023 at @itmgkpofficial with #CEO @GidaGorakhpur @Dm_Gorakhpur  #Manageme…","['Parampara2023', 'CEO']",Twitter for Android,False
SATTI CHEEMA🦋🇺🇸❤️,"California, USA",A Teacher obsessed with @ArmaanMalik22 & @AmaalMallik’s music.❤️ https://t.co/5Y54XvC2dL https://t.co/JFB25yMey7,2019-08-21 11:58:52+00:00,657,216,134409,False,2023-04-09 16:06:14+00:00,RT @thespicyvenue: Happy to share a moment and celebrity happy smiles captured at The Spicy Venue. Armaan Malik and Daboo Malik with our CE…,,Twitter for iPhone,False
Ragnor Rocky,,Spread Yashism ❤️,2021-01-02 03:24:56+00:00,799,733,10547,False,2023-04-09 16:02:13+00:00,"RT @yash_fc_gujarat: So true ❤
@TheNameIsYash 

#yash #yashboss #yashfans #kgf #kgf2 #rockybhai #rockingstarYash #CEO #CEOofindia https://t…","['yash', 'yashboss', 'yashfans', 'kgf', 'kgf2', 'rockybhai', 'rockingstarYash', 'CEO', 'CEOofindia']",Twitter for Android,False
Short films,United Kingdom,I ❤️ short films,2016-10-31 23:06:27+00:00,2177,3217,4970,False,2023-04-09 15:53:34+00:00,"RT @HayleyCorney: Hopefully some #CastingDirectors can see me in some #dayplayer characters with my #newheadshots by @JamesMelia 🤞🏼

#heads…","['CastingDirectors', 'dayplayer', 'newheadshots']",Twitter for iPhone,False
💎 💎,,My opinion is my opinion and I truly don’t give a fuck.,2016-06-14 07:57:48+00:00,3620,619,28496,False,2023-04-09 15:49:30+00:00,RT @MercedesVarnado: Always bank on yourself! #Monè #CEO #IWGPWomensChampion https://t.co/jTwq4MLA6y,"['Monè', 'CEO', 'IWGPWomensChampion']",Twitter for iPad,False
Juan Lila 🇪🇺🇪🇸,"Valencia, España",,2011-05-29 10:59:41+00:00,208,696,3070,False,2023-04-09 15:41:56+00:00,RT @LollyDaskal: If you want to be a successful as a leader you need to learn to become comfortable with uncertainty and make adjustments q…,,Twitter for iPad,False
BankSite,,"Just celebrating the best womens wrestler of any company, brand, and era THE CEO, THE STANDARD, THE BLUEPRINT, THE LEADER, AND THE CONVERSATION MERCEDES MONE’",2022-04-19 20:33:03+00:00,9,138,16,False,2023-04-09 15:27:04+00:00,RT @MercedesVarnado: Always bank on yourself! #Monè #CEO #IWGPWomensChampion https://t.co/jTwq4MLA6y,"['Monè', 'CEO', 'IWGPWomensChampion']",Twitter for iPhone,False
Maria| Pehla100M🚀,Heaven ,"Now I'm under your control & letting you get away would be a crime coz i know you love me too😉 
Typo QUEEN 👸
#Armaalian",2022-07-03 19:11:29+00:00,102,176,7495,False,2023-04-09 15:09:22+00:00,RT @thespicyvenue: Happy to share a moment and celebrity happy smiles captured at The Spicy Venue. Armaan Malik and Daboo Malik with our CE…,,Twitter for Android,False
E B,,I like green horses,2013-11-19 11:55:53+00:00,2804,5001,116764,False,2023-04-09 15:06:29+00:00,"RT @GFACCORD: Retweet selected by the https://t.co/11ojAZA3Wf team |  New IBM CEO begins in top role, stresses need to 'win the architectur…",,Test app123345512,False
ConvergeHub,"Dublin, CA","ConvergeHub is the #1 easiest converged CRM for SMBs.  It is the only full-featured, yet easy-to-use CRM that manages sales, marketing, support & billing needs.",2014-09-12 02:02:18+00:00,1939,3200,2014,False,2023-04-09 15:00:46+00:00,"RT @convergehub: If there is a relationship to manage, no matter it is with whom, find why a CRM can always help to perform the job effecti…",,SocialBee,False
Lisa Ventura,,"💻 #CyberSecurity geek, writer & speaker
👩 Founder @CyberSecUnity
❤️'s #Karate #Films #SciFi #Queen #Tech #RetroComputing
💣#NuclearWar
🧠 #Autistic #ADHD #BPD",2011-03-27 10:30:45+00:00,12801,8131,25705,False,2023-04-09 14:52:11+00:00,"RT @corixpartners: The #CyberSecurity Leadership Handbook for the #CISO and the #CEO

How to Fix Decade-Old Issues and Protect Your Organiz…","['CyberSecurity', 'CISO', 'CEO']",Twitter for Android,False
John,Newcastle,"PS5, Xbox One, Nintendo, NFL, football, WWE, UFC, Music.#NUFC #Toonarmy #AtlantaFalcons #AtlFalcons #RiseUp #RomanEmpire #SashaBanks #LegitBoss #AliaBhatt",2013-01-03 14:58:49+00:00,6306,5588,178103,False,2023-04-09 14:25:39+00:00,"RT @LENAScorpio20: @MercedesVarnado You Ladies Put ON a Killer MONÉ Match THAT was LIT but in the 🔚, there can ONLY be ONE CHAMPION 🏆 I'm s…",,Twitter for Android,False
TCyberCast,"London, UK",The @CorixPartners Cyber Security Transformation #Podcast with @Corix_JC & Guests | #cybersecurity #leadership #CISO #CIO #CEO | https://t.co/8pAoSvKd8V,2020-06-11 10:39:58+00:00,870,1206,23598,False,2023-04-09 14:07:20+00:00,"RT @Corix_JC: Strategic #risk analysis is key to ensure customer #trust in product, customer-facing app #security

https://t.co/rLYS9ZEp96…","['risk', 'trust', 'security']",Twitter for Android,False
TCyberCast,"London, UK",The @CorixPartners Cyber Security Transformation #Podcast with @Corix_JC & Guests | #cybersecurity #leadership #CISO #CIO #CEO | https://t.co/8pAoSvKd8V,2020-06-11 10:39:58+00:00,870,1206,23598,False,2023-04-09 14:07:17+00:00,"RT @Corix_JC: The #CyberSecurity Leadership Handbook for the #CISO &amp; the #CEO

How to Fix Decade-Old Issues and Protect Your Organization f…","['CyberSecurity', 'CISO', 'CEO']",Twitter for Android,False
TCyberCast,"London, UK",The @CorixPartners Cyber Security Transformation #Podcast with @Corix_JC & Guests | #cybersecurity #leadership #CISO #CIO #CEO | https://t.co/8pAoSvKd8V,2020-06-11 10:39:58+00:00,870,1206,23598,False,2023-04-09 14:07:10+00:00,"RT @Corix_JC: 6 steps to measure the #business value of #IT

https://t.co/39SOD9rN4B

@CIOonline #tech #digital #innovation #leaders #leade…","['business', 'IT', 'tech', 'digital', 'innovation', 'leaders']",Twitter for Android,False
TCyberCast,"London, UK",The @CorixPartners Cyber Security Transformation #Podcast with @Corix_JC & Guests | #cybersecurity #leadership #CISO #CIO #CEO | https://t.co/8pAoSvKd8V,2020-06-11 10:39:58+00:00,870,1206,23598,False,2023-04-09 14:07:08+00:00,"RT @Corix_JC: Beware a #Culture of Busyness

https://t.co/FVjrOa3UuF

@HarvardBiz #business #leaders #leadership #management #corporatecult…","['Culture', 'business', 'leaders', 'leadership', 'management']",Twitter for Android,False
TCyberCast,"London, UK",The @CorixPartners Cyber Security Transformation #Podcast with @Corix_JC & Guests | #cybersecurity #leadership #CISO #CIO #CEO | https://t.co/8pAoSvKd8V,2020-06-11 10:39:58+00:00,870,1206,23598,False,2023-04-09 14:07:03+00:00,"RT @Corix_JC: 3 trends will shape the future of work, according to #Microsoft’s CEO

https://t.co/RkwYytwP5J

@wef @Microsoft #business #le…","['Microsoft', 'business']",Twitter for Android,False
TCyberCast,"London, UK",The @CorixPartners Cyber Security Transformation #Podcast with @Corix_JC & Guests | #cybersecurity #leadership #CISO #CIO #CEO | https://t.co/8pAoSvKd8V,2020-06-11 10:39:58+00:00,870,1206,23598,False,2023-04-09 14:07:01+00:00,"RT @Corix_JC: To all our listeners on the @CorixPartners Cyber Security Transformation #Podcast, many thanks for all the love and support i…",['Podcast'],Twitter for Android,False
TCyberCast,"London, UK",The @CorixPartners Cyber Security Transformation #Podcast with @Corix_JC & Guests | #cybersecurity #leadership #CISO #CIO #CEO | https://t.co/8pAoSvKd8V,2020-06-11 10:39:58+00:00,870,1206,23598,False,2023-04-09 14:06:48+00:00,"RT @Corix_JC: Can #DesignThinking Succeed in Your Organization?

https://t.co/LrtAyeOR4N 

@mitsmr @ddunneDesign #business #leaders #leader…","['DesignThinking', 'business', 'leaders']",Twitter for Android,False
TCyberCast,"London, UK",The @CorixPartners Cyber Security Transformation #Podcast with @Corix_JC & Guests | #cybersecurity #leadership #CISO #CIO #CEO | https://t.co/8pAoSvKd8V,2020-06-11 10:39:58+00:00,870,1206,23598,False,2023-04-09 14:06:46+00:00,"RT @Corix_JC: The @CorixPartners Friday Reading List &gt;&gt; Hand-picked Content for Top #Leaders
 
Now Free on @Medium after 4 Weeks &gt;&gt; Check i…",['Leaders'],Twitter for Android,False
TCyberCast,"London, UK",The @CorixPartners Cyber Security Transformation #Podcast with @Corix_JC & Guests | #cybersecurity #leadership #CISO #CIO #CEO | https://t.co/8pAoSvKd8V,2020-06-11 10:39:58+00:00,870,1206,23598,False,2023-04-09 14:06:43+00:00,"RT @Corix_JC: People #Strategy in the Age of Generative #AI

https://t.co/AgMxfZf0FW

@BCG @julia_dhar #tech #generativeAI #ArtificialIntel…","['Strategy', 'AI', 'tech', 'generativeAI']",Twitter for Android,False
TCyberCast,"London, UK",The @CorixPartners Cyber Security Transformation #Podcast with @Corix_JC & Guests | #cybersecurity #leadership #CISO #CIO #CEO | https://t.co/8pAoSvKd8V,2020-06-11 10:39:58+00:00,870,1206,23598,False,2023-04-09 14:06:41+00:00,"RT @corixpartners: Hand-Picked Content for Top #Cybersecurity Leaders

Follow our Founder &amp; CEO @Corix_JC on @ScoopIt &gt;&gt; https://t.co/LcGCR…",['Cybersecurity'],Twitter for Android,False
TCyberCast,"London, UK",The @CorixPartners Cyber Security Transformation #Podcast with @Corix_JC & Guests | #cybersecurity #leadership #CISO #CIO #CEO | https://t.co/8pAoSvKd8V,2020-06-11 10:39:58+00:00,870,1206,23598,False,2023-04-09 14:06:35+00:00,"RT @Corix_JC: Hand-Picked Content for Top #Cybersecurity Leaders

Follow me on @ScoopIt &gt;&gt; https://t.co/ZSthoxR6Ud

#security #infosec #bus…","['Cybersecurity', 'security', 'infosec']",Twitter for Android,False
TCyberCast,"London, UK",The @CorixPartners Cyber Security Transformation #Podcast with @Corix_JC & Guests | #cybersecurity #leadership #CISO #CIO #CEO | https://t.co/8pAoSvKd8V,2020-06-11 10:39:58+00:00,870,1206,23598,False,2023-04-09 14:06:27+00:00,"RT @Transform_Sec: The Curse of the Decade for Many CISOs &gt; https://t.co/Br0e7vlnTK 

#cybersecurity #security #infosec #business #leaders…","['cybersecurity', 'security', 'infosec', 'business', 'leaders']",Twitter for Android,False
TCyberCast,"London, UK",The @CorixPartners Cyber Security Transformation #Podcast with @Corix_JC & Guests | #cybersecurity #leadership #CISO #CIO #CEO | https://t.co/8pAoSvKd8V,2020-06-11 10:39:58+00:00,870,1206,23598,False,2023-04-09 14:06:15+00:00,"RT @Transform_Sec: 5 strategies to manage #cybersecurity risks in mergers and acquisitions &gt; https://t.co/xerVNbd6zf 

#security #infosec #…","['cybersecurity', 'security', 'infosec']",Twitter for Android,False
TCyberCast,"London, UK",The @CorixPartners Cyber Security Transformation #Podcast with @Corix_JC & Guests | #cybersecurity #leadership #CISO #CIO #CEO | https://t.co/8pAoSvKd8V,2020-06-11 10:39:58+00:00,870,1206,23598,False,2023-04-09 14:06:08+00:00,"RT @Corix_JC: Is #Cloud Repatriation a Big Lie Server #Vendors Are Shilling?

https://t.co/Ck3kAGtuTH 

@SpiceworksNews @RobertsPaige #clou…","['Cloud', 'Vendors']",Twitter for Android,False
TCyberCast,"London, UK",The @CorixPartners Cyber Security Transformation #Podcast with @Corix_JC & Guests | #cybersecurity #leadership #CISO #CIO #CEO | https://t.co/8pAoSvKd8V,2020-06-11 10:39:58+00:00,870,1206,23598,False,2023-04-09 14:06:04+00:00,"RT @corixpartners: The #CyberSecurity Leadership Handbook for the #CISO and the #CEO

How to Fix Decade-Old Issues and Protect Your Organiz…","['CyberSecurity', 'CISO', 'CEO']",Twitter for Android,False
TCyberCast,"London, UK",The @CorixPartners Cyber Security Transformation #Podcast with @Corix_JC & Guests | #cybersecurity #leadership #CISO #CIO #CEO | https://t.co/8pAoSvKd8V,2020-06-11 10:39:58+00:00,870,1206,23598,False,2023-04-09 14:06:01+00:00,"RT @RumiChowd: RT @corixpartners: The #CyberSecurity Leadership Handbook for the #CISO and the #CEO

How to Fix Decade-Old Issues and Prote…","['CyberSecurity', 'CISO', 'CEO']",Twitter for Android,False
TCyberCast,"London, UK",The @CorixPartners Cyber Security Transformation #Podcast with @Corix_JC & Guests | #cybersecurity #leadership #CISO #CIO #CEO | https://t.co/8pAoSvKd8V,2020-06-11 10:39:58+00:00,870,1206,23598,False,2023-04-09 14:05:55+00:00,"RT @Transform_Sec: ""It’s often trying to go too fast with the wrong #leadership baggage that drives CISOs to failure"" &gt;&gt; The Curse of the D…",['leadership'],Twitter for Android,False
TCyberCast,"London, UK",The @CorixPartners Cyber Security Transformation #Podcast with @Corix_JC & Guests | #cybersecurity #leadership #CISO #CIO #CEO | https://t.co/8pAoSvKd8V,2020-06-11 10:39:58+00:00,870,1206,23598,False,2023-04-09 14:05:52+00:00,"RT @corixpartners: Dispelling The Myths Around #Cybersecurity For Small Businesses &gt; https://t.co/c2lcn5GXxU 

#security #infosec #cyberthr…","['Cybersecurity', 'security', 'infosec']",Twitter for Android,False
Chris Bertsch,Neither here nor there,"Part bot, part not - I would love to change the world, but they wouldn't give me the source code",2009-08-26 21:13:26+00:00,1869,388,239766,False,2023-04-09 14:05:51+00:00,"RT @Corix_JC: Hand-Picked Content for Top #Cybersecurity Leaders

Follow me on @ScoopIt &gt;&gt; https://t.co/ZSthoxR6Ud

#security #infosec #bus…","['Cybersecurity', 'security', 'infosec']",retweettcb,False
TCyberCast,"London, UK",The @CorixPartners Cyber Security Transformation #Podcast with @Corix_JC & Guests | #cybersecurity #leadership #CISO #CIO #CEO | https://t.co/8pAoSvKd8V,2020-06-11 10:39:58+00:00,870,1206,23598,False,2023-04-09 14:05:42+00:00,"RT @AlecSocial: RT @Transform_Sec: 5 strategies to manage #cybersecurity risks in mergers and acquisitions &gt; https://t.co/b1rK3j6Jh0 

#sec…",['cybersecurity'],Twitter for Android,False
TCyberCast,"London, UK",The @CorixPartners Cyber Security Transformation #Podcast with @Corix_JC & Guests | #cybersecurity #leadership #CISO #CIO #CEO | https://t.co/8pAoSvKd8V,2020-06-11 10:39:58+00:00,870,1206,23598,False,2023-04-09 14:05:38+00:00,"RT @Transform_Sec: Re-evaluating immature and ineffective insider #risk management programs

https://t.co/IyIs8SYZDg

@HelpNetSecurity #cyb…",['risk'],Twitter for Android,False
corixpartners,"London, UK",Boutique #management consultancy firm and thought #leadership platform focused on assisting C-level executives around #cybersecurity strategy & governance,2012-08-04 09:59:36+00:00,2926,2062,353,False,2023-04-09 14:05:15+00:00,"RT @Corix_JC: The emergent industrial #metaverse

https://t.co/ScVXmfiSTr

@techreview #digital #innovation #digitaltwin #digitaltransforma…","['metaverse', 'digital', 'innovation', 'digitaltwin']",Twitter for Android,False
corixpartners,"London, UK",Boutique #management consultancy firm and thought #leadership platform focused on assisting C-level executives around #cybersecurity strategy & governance,2012-08-04 09:59:36+00:00,2926,2062,353,False,2023-04-09 14:05:12+00:00,"RT @Corix_JC: The #CyberSecurity Leadership Handbook for the #CISO and the #CEO

How to Fix Decade-Old Issues and Protect Your Organization…","['CyberSecurity', 'CISO', 'CEO']",Twitter for Android,False
corixpartners,"London, UK",Boutique #management consultancy firm and thought #leadership platform focused on assisting C-level executives around #cybersecurity strategy & governance,2012-08-04 09:59:36+00:00,2926,2062,353,False,2023-04-09 14:05:09+00:00,"RT @Corix_JC: The 'AI tax' on #AI-enabled applications in the #cloud

https://t.co/x0PPGDJ2bi

@infoworld @DavidLinthicum #tech #cloudcompu…","['AI', 'cloud', 'tech']",Twitter for Android,False
corixpartners,"London, UK",Boutique #management consultancy firm and thought #leadership platform focused on assisting C-level executives around #cybersecurity strategy & governance,2012-08-04 09:59:36+00:00,2926,2062,353,False,2023-04-09 14:05:06+00:00,"RT @Corix_JC: Hand-Picked Content for Top #Cybersecurity Leaders

Follow me on @ScoopIt &gt;&gt; https://t.co/ZSthoxR6Ud

#security #infosec #bus…","['Cybersecurity', 'security', 'infosec']",Twitter for Android,False
corixpartners,"London, UK",Boutique #management consultancy firm and thought #leadership platform focused on assisting C-level executives around #cybersecurity strategy & governance,2012-08-04 09:59:36+00:00,2926,2062,353,False,2023-04-09 14:04:55+00:00,"RT @Corix_JC: Using #Observability to Power a Smarter #Cybersecurity Strategy

https://t.co/JuRceN9I2X

@DarkReading #security #infosec #cy…","['Observability', 'Cybersecurity', 'security', 'infosec']",Twitter for Android,False
corixpartners,"London, UK",Boutique #management consultancy firm and thought #leadership platform focused on assisting C-level executives around #cybersecurity strategy & governance,2012-08-04 09:59:36+00:00,2926,2062,353,False,2023-04-09 14:04:51+00:00,"RT @Corix_JC: Hand-Picked Content for Top #Digital Leaders

Follow me on @ScoopIt &gt;&gt; https://t.co/qJGVD2JCep

#business #leadership #manage…","['Digital', 'business', 'leadership']",Twitter for Android,False
