username,bio,profile_URL,website
sendavidperdue,Official Twitter account for U.S. Senator David Perdue of Georgia.,https://twitter.com/sendavidperdue,perdue.senate.gov
SenDuckworth,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",https://twitter.com/SenDuckworth,duckworth.senate.gov
micsolana,billionaire media tycoon and former mayor of san francisco. vp @foundersfund. editor-in-chief @piratewires 🏴‍☠️,https://twitter.com/micsolana,piratewires.com
DWeEzY51,DM Me For Promo🔞,https://twitter.com/DWeEzY51,
MikeCrapo,United States Senator for the great state of Idaho.,https://twitter.com/MikeCrapo,crapo.senate.gov
BucketHeadDyn,I like to make videos & music Business Inquiries: contactdyn@gmail.com I STREAM ON TWITCH ALSO https://t.co/1H7yeYnsgL,https://twitter.com/BucketHeadDyn,youtube.com/BucketheadNati…
NGRPresident,Follow for the latest information from the Presidency of the Federal Republic of Nigeria,https://twitter.com/NGRPresident,statehouse.gov.ng
SATAVRAJEEV,"* MLC Maharashtra 
* Elected Member A.I.C.C
* Vice President @INCMaharashtra  *MBBS - Opthalmoligst 
*Congress Loyalist",https://twitter.com/SATAVRAJEEV,
poonam_mahajan,"Member of Parliament - Mumbai North Central | Mom of 2 | Foodie, Traveller & Animal Lover",https://twitter.com/poonam_mahajan,poonammahajan.in
SenJohnThune,"Senate Republican Whip. Representing South Dakota. Father. Grandfather. Husband. Sports Fan. Avid Outdoorsman. Hates Shoveling Snow.
https://t.co/CAJybse6Mc",https://twitter.com/SenJohnThune,thune.senate.gov
ummymwalimu,"Member of Parliament, Tanga Urban Constituency 2020-2025 | Minister of Health UR-Tanzania Jan. 2022 to-date | Former Minister of Health 2015-2020 & PO-RALG 2021",https://twitter.com/ummymwalimu,moh.go.tz
mellinger,"Husband. Father. Kansas City Royals Vice President of Communications. Former sports writer. Former lots of other stuff, too.",https://twitter.com/mellinger,royals.com
SCPh_PIO,"Official account of the Philippine Supreme Court's Public Information Office (PIO). For contact details, please visit https://t.co/1TK7EgaHHD",https://twitter.com/SCPh_PIO,sc.judiciary.gov.ph
tedcruz,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",https://twitter.com/tedcruz,justicecorruptedbook.com
johnmcdonnellMP,Labour MP for Hayes and Harlington and former Shadow Chancellor. Join the Labour Party here: https://t.co/vbWxb5FqMM,https://twitter.com/johnmcdonnellMP,john-mcdonnell.net
tarunchughbjp,"|| BJP Worker || National General Secretary, BJP || Incharge Jammu & Kashmir, Telangana, Ladakh & @BJYM ||",https://twitter.com/tarunchughbjp,bjp.org
SenatorCarper,"Husband, father, proud @USNavy veteran and former governor. U.S. Senator for Delaware and Chairman @EPWCmte",https://twitter.com/SenatorCarper,carper.senate.gov
SenatorCantwell,U.S. Senator from Washington State | Chair @commercedems  | https://t.co/hxwJAXpyg7… | https://t.co/TZiAX2cens | RT≠endorsement,https://twitter.com/SenatorCantwell,cantwell.senate.gov
SureshNakhua,"Official Spokesperson, @BJP4Mumbai | 
Digital Marketing Consultant | 
Views Personal | RT, Like ≠ Endorsement |",https://twitter.com/SureshNakhua,bjp.org
BenSasse,Go Gators!,https://twitter.com/BenSasse,ufl.edu
ParliamentofRSA,"The official twitter feed of Parliament of the Republic of South Africa. We pass laws, oversee executive action & facilitate public participation.",https://twitter.com/ParliamentofRSA,parliament.gov.za
jtnladakh,BJP Karyakarta | Member of Parliament in Lok Sabha - Ladakh,https://twitter.com/jtnladakh,jtnladakh.in
PEPFAR,PEPFAR is a U.S. government program helping those affected by HIV/AIDS. Likes & RTs do not imply endorsement. Follow @USAmbPEPFAR for more from the Ambassador.,https://twitter.com/PEPFAR,state.gov/pepfar/
KamalaHarris,"Fighting for the people. Wife, Momala, Auntie. She/her. Official account is @VP.",https://twitter.com/KamalaHarris,joebiden.com
SenMikeLee,I am a United States Senator from the great state of Utah. Please help me restore constitutional leadership to Washington.,https://twitter.com/SenMikeLee,lee.senate.gov
aitcsudip,"State spokesperson All India Trinamool Congress।Founder President, Presidency University Student's Association। Vice President, West Bengal TMCP",https://twitter.com/aitcsudip,facebook.com/aitcsudip
TomCottonAR,"U.S. Senator for Arkansas. For official updates, see @SenTomCotton. RLTW.",https://twitter.com/TomCottonAR,tomcotton.com
David_Njoku80,Chief Njoku 🇳🇬 I FEAR GOD,https://twitter.com/David_Njoku80,
MarkMcGowanMP,"Dad to Samuel, Alexander and Amelia. Husband to Sarah. WA Premier. Rockingham local.",https://twitter.com/MarkMcGowanMP,markmcgowan.com.au
andrea_mclean,"I help midlife women feel great about themselves again, so they can do whatever they want.",https://twitter.com/andrea_mclean,andreamclean.com
GabbyQuinteros,https://t.co/9QlvyXIKlC ❤️ https://t.co/E2EDXx6wD6,https://twitter.com/GabbyQuinteros,GabbyFans.com
GhanaPresidency,"Official Twitter handle for the Office of the President of the Republic of Ghana, managed by the Jubilee House Communications Bureau.",https://twitter.com/GhanaPresidency,presidency.gov.gh
DarshanaJardosh,"Minister of State for Railways & Textiles, Government of India | Member of Parliament, Surat Lok Sabha",https://twitter.com/DarshanaJardosh,instagram.com/darshanajardosh
IKRPresident,President of the Kurdistan Region - Iraq.,https://twitter.com/IKRPresident,presidency.gov.krd
Sarahchadwickk,MSD high school ‘19 // Syracuse University🍊 Co-founder of @AMarch4Ourlives #blacklivesmatter,https://twitter.com/Sarahchadwickk,blacklivesmatter.com
Qantas,"The official Qantas Twitter account. 
We’re online 24 hours a day, 7 days a week. 
Member of the oneworld Alliance.
House Rules: https://t.co/zEbTr0LbZv",https://twitter.com/Qantas,qantas.com
kyrstensinema,"US Senator for Arizona. Also: teaching @ASU, ultramarathoner, Boston qualifier, and IRONMAN.",https://twitter.com/kyrstensinema,KyrstenSinema.com
nadhimzahawi,Husband. Dad. Member of Parliament for Stratford-on-Avon.,https://twitter.com/nadhimzahawi,zahawi.com
SushmitaDevAITC,"Member of Parliament, Rajya Sabha | Member, All India Trinamool Congress.",https://twitter.com/SushmitaDevAITC,
Lesuuda,"This is the official Twitter account of Hon. Naisula Lesuuda - Member of Parliament Samburu West. Journalist, Peace, Children. @NLPFoundation",https://twitter.com/Lesuuda,naisulalesuuda.org
raghav_chadha,"Member of Parliament (Rajya Sabha); National Spokesperson, PAC Member, National Executive Member, Aam Aadmi Party; Chartered Accountant RTs ≠ endorsements",https://twitter.com/raghav_chadha,aamaadmiparty.org/official-spoke…
Reggie,Retired President/COO @NintendoAmerica | Author of DISRUPTING THE GAME | Represented by @LAIspeakers | Board member | @Cornell advocate | Business provocateur,https://twitter.com/Reggie,reggiefils-aime.com
HartwigSchafer,Leader and Development Professional with over three decades of global experience and former South Asia Regional Vice President at the World Bank,https://twitter.com/HartwigSchafer,
InnaSovsun,"Member of #Ukraine🇺🇦 Parliament, Deputy Head of @GolosZmin party, First Deputy Minister of Education and Science (2014-2016)",https://twitter.com/InnaSovsun,facebook.com/sovsun.inna
vestager,Executive Vice-President of the European Commission for a Europe fit for the Digital Age (Competition). Renew Europe/ALDE Party. 🇪🇺 Tweets are always my own,https://twitter.com/vestager,
EP_President,President of @Europarl_EN 🇪🇺.,https://twitter.com/EP_President,europarl.europa.eu/the-president/
ABridgen,Member of Parliament for North West Leicestershire. Any policy queries please send to andrew@andrewbridgen.com,https://twitter.com/ABridgen,andrewbridgen.com
JMakamba,"Minister for Energy, Tanzania | Member of Parliament",https://twitter.com/JMakamba,
TPKanslia,Tasavallan presidentin kanslia / Republikens presidents kansli / Office of the President of the Republic of Finland Sauli @niinisto,https://twitter.com/TPKanslia,presidentti.fi
scherargei,"The official twitter handle of Nandi county Senator.
Former chairperson of Justice Legal affairs & Human rights Committee at senate of the Republic of kenya",https://twitter.com/scherargei,parliament.go.ke/the-senate
SenatorShaheen,Proud Granite Stater serving New Hampshire in the US Senate. Former Governor. Mother & Grandmother. Frequent Flyer. Pats & Red Sox Fan. Outdoor enthusiast.,https://twitter.com/SenatorShaheen,shaheen.senate.gov
sherryrehman,Pakistan’s Federal Minister for Climate Change;Vice President PPP; Former Leader Opposition Senate;FormerPak Amb to the US.Editor “Womansplaining”,https://twitter.com/sherryrehman,sherryrehman.com
RajapaksaNamal,Member of Parliament — Hambantota District,https://twitter.com/RajapaksaNamal,nr.lk
FOCALISTIC,🏠 AFRICA: bookfoca@gmail.com / 18areamusicbusiness@gmail.com / 🌍INTL: focalistic@plugng.com // #GhettoGospel 🥷🏾⛪️ 💿 OUT NOW 👇🏾,https://twitter.com/FOCALISTIC,africori.to/ghetto_gospel
RobertKennedyJr,"Robert F. Kennedy, Jr. is founder, chairman + chief legal counsel for @ChildrensHD + founder of @Waterkeeper Alliance + served as longtime chairman and attorney",https://twitter.com/RobertKennedyJr,teamkennedy.com
SenBillNelson,14th NASA Administrator,https://twitter.com/SenBillNelson,nasa.gov
HonOscarSudi,The Official Twitter Account for Kapseret Constituency Member of Parliament.,https://twitter.com/HonOscarSudi,facebook.com/HonOscarSudiKi…
MsigwaPeter,Pastor | Former Member of parliament-iringa constituency 2010 -2020 | Former Shadow Minster for Natural Resource and Tourism 🇹🇿,https://twitter.com/MsigwaPeter,msigwapeter.com
abdulla_shahid,Dad; Husband; Foreign Minister of Maldives 🇲🇻; President of the UNGA76 🇺🇳 ; Former Member of Parliament (1995 to 2018); Former Speaker of Parliament;,https://twitter.com/abdulla_shahid,foreign.gov.mv
PChidambaram_IN,"Official account of P. Chidambaram | Member of Parliament, RajyaSabha | Former Finance Minister, GoI | Here for short but serious comment on contemporary issues",https://twitter.com/PChidambaram_IN,pchidambaram.in
zarahsultana,Proud to be the Labour MP for Coventry South | Co-Chair of the Socialist Campaign Group of MPs | Co-founder @eiecampaign | coventrysouth@parliament.uk | she/her,https://twitter.com/zarahsultana,zarahsultana.com/donate
DeleMomodu,"A teacher, writer, author, publisher, politician, entrepreneur, speaker, actor, mentor, Philanthropist, Presidential Aspirant PDP 2023 and global citizen!",https://twitter.com/DeleMomodu,ovationinternational.com
RachelReevesMP,Shadow Chancellor of the Exchequer and Labour MP for Leeds West. Author: Women of Westminster (2019) T: 0113 255 2311 E: rachel.reeves.mp@parliament.uk,https://twitter.com/RachelReevesMP,rachelreevesmp.co.uk
HonWetangula,8th Speaker of the National Assembly of the Republic of Kenya.,https://twitter.com/HonWetangula,parliament.go.ke
amyklobuchar,U.S. Senator from Minnesota.,https://twitter.com/amyklobuchar,amyklobuchar.com
cassidoo,"Making memes, dreams, & software!
CTO at @contendaco!
Married to @ijoosong.
I like jokes and mechanical keyboards!
She/Her ✝️",https://twitter.com/cassidoo,cassidoo.co
shaziailmi,Jazba-e-Hind! 🇮🇳 Let’s unify India for a higher cause!! Proud to be followed by Hon’ble PM Narendra Modi!,https://twitter.com/shaziailmi,bjp.org
MarthaMcSally,Keynote Speaker. Executive Coach. Author. Corporate Board Director. First female fighter pilot to fly in combat.,https://twitter.com/MarthaMcSally,
JohnBoozman,"U.S. Senator for Arkansas serving as @SenateAgGOP leader and on the Appropriations, EPW & Veterans’ Affairs committees #ServingAR #ARinDC 202-224-4843",https://twitter.com/JohnBoozman,boozman.senate.gov
MBawumia,"Official Twitter account of Dr. Mahamudu Bawumia, Vice President of the Republic of Ghana.",https://twitter.com/MBawumia,presidency.gov.gh
The_NehaJoshi,National Vice President & Incharge Rajasthan @BJYM | National Media Panelist BJP | Proud Pahadi,https://twitter.com/The_NehaJoshi,
OvieOmoAgege,"Official account of Distinguished Senator Ovie Omo-Agege, Deputy President of the Senate, Federal Republic of Nigeria (Representing Delta Central Sen District)",https://twitter.com/OvieOmoAgege,ovieomoagege.com
SenGaryPeters,"U.S. Senator proudly representing the State of Michigan. 🏍️
 
See how the Bipartisan Infrastructure Law we passed is benefitting Michigan. ⬇️⬇️⬇️",https://twitter.com/SenGaryPeters,peters.senate.gov/bipartisan_inf…
VSReddy_MP,"MP - Rajya Sabha | Chairman- Parliamentary Standing Committee on Transport, Tourism & Culture | YSRCP Parliamentary Party Leader | National Gen. Sec. @YSRCParty",https://twitter.com/VSReddy_MP,en.wikipedia.org/wiki/V._Vijays…
Cate_Waruguru,Laikipia County Member of Parliament/ Loves God/ Wife & mother/ youth,https://twitter.com/Cate_Waruguru,parliament.go.ke
hagegeingob,President of the Republic of Namibia,https://twitter.com/hagegeingob,op.gov.na
KirronKherBJP,"Member Of Parliament, Chandigarh. Actor.",https://twitter.com/KirronKherBJP,bit.ly/1GXfVGX
Interscope,Celebrating 30 years of iconic music #Interscope30,https://twitter.com/Interscope,interscope.com
OfficeofJPNadda,"This is the official account of office of Shri @jpnadda | National President BJP | Member of Parliament, RS|",https://twitter.com/OfficeofJPNadda,jagatprakashnadda.in
paoloardoino,CTO @bitfinex + CTO @tether_to + CSO/co-founder Holepunch / @keet_io / @holepunch_to (Views are my own) #bitcoin + LN + P2P + individual sovereignty + memes,https://twitter.com/paoloardoino,github.com/prdn
RealJaguarKenya,"CAS Ministry of Youth Affairs Arts & Sports;
Fmr. MP Starehe Constituency 12th Parliament; 
Fmr Dir. NACADA; 
Founder - JYE Foundation; 
Musician",https://twitter.com/RealJaguarKenya,realjaguarkenya.com
SenatorLankford,"Follower of Christ, husband to Cindy, father of two daughters. Serving the state of Oklahoma in the United States Senate.",https://twitter.com/SenatorLankford,lankford.senate.gov
DrMNPandeyMP,"मंत्री, भारी उद्योग मंत्रालय, भारत सरकार, Minister for Heavy Industries, Govt. of India. सांसद - लोकसभा चन्दौली, MP - Lok Sabha Chandauli.",https://twitter.com/DrMNPandeyMP,dhi.nic.in
SenatorWong,Leader of the Government in the Senate. Australian Minister for Foreign Affairs. Senator for South Australia.,https://twitter.com/SenatorWong,pennywong.com.au
rajyasabhatv,24x7 news and current affairs channel run by the Upper House of Indian Parliament,https://twitter.com/rajyasabhatv,youtube.com/rajyasabhatv
LokSabhaSectt,"Official Twitter handle of Lok Sabha Secretariat, Parliament of India.",https://twitter.com/LokSabhaSectt,loksabha.nic.in
BishopJakes,Husband to @FirstLadyJakes. Father of Five. Proud Grandfather. Senior Pastor of @TPHDallas. Accomplished Entrepreneur.,https://twitter.com/BishopJakes,solo.to/bishopjakes
Zlatan_Ibile,LTBL OUT NOW,https://twitter.com/Zlatan_Ibile,onerpm.lnk.to/LTBL
SenStabenow,Representing the people from the Great State of Michigan in the United States Senate,https://twitter.com/SenStabenow,stabenow.senate.gov
DilipGhoshBJP,BJP - National Vice President || Member of Parliament from Medinipur II Ex- MLA,https://twitter.com/DilipGhoshBJP,dilipghosh.org
WFPChief,"The official account of the Executive Director for the UN World Food Programme @WFP, David Beasley. Working to achieve a world with #ZeroHunger.",https://twitter.com/WFPChief,wfp.org
anildash,we make 🎏 @glitch (now part of @fastly!) so you can make the web • board member @eff @girlsclubny @themarkup • follow me instead at @anildash@me.dm,https://twitter.com/anildash,anildash.com
AMuyshondt,Asesor de Seguridad Nacional / National Security Advisor / Conseiller à la Sécurité Nationale / 国家安全顾问- El Salvador,https://twitter.com/AMuyshondt,presidencia.gob.sv
RobertPicardo,"Actor, collectible, Planetary Society Board Member and host of The Planetary Post. https://t.co/w2u1NLFuCd",https://twitter.com/RobertPicardo,youtube.com/c/RobertPicard…
Channel7,The official Twitter account for the Seven Network.,https://twitter.com/Channel7,7plus.com.au
labourlewis,Labour MP for Norwich South: “The ultimate hidden truth of the world is that it is something we make and could just as easily make differently” David Graeber,https://twitter.com/labourlewis,linktr.ee/labourlewis
JoeBiden,"Husband to @DrBiden, proud father and grandfather. Ready to build back better for all Americans. Official account is @POTUS.",https://twitter.com/JoeBiden,joebiden.com
BillClinton,"Father, grandfather, 42nd President of the United States, Founder, Clinton Foundation. Follow @ClintonFdn for more on our work around the world.",https://twitter.com/BillClinton,clintonfoundation.org
ChieeffKeefSosa,"Chief Keef PARODY Account , Here to inspire you, not in any way Affiliated with Chief Keef. [#1 Fan/Parody Account]",https://twitter.com/ChieeffKeefSosa,
MartinHeinrich,"U.S. Senator for NM | Husband, dad, recovering engineer. Constantly seeking climate action, a fair shot for all New Mexicans, and the best elk adovada recipes.",https://twitter.com/MartinHeinrich,heinrich.senate.gov
heminhawrami,"Deputy Speaker, Kurdistan Region Parliament. Member of KDP Politburo",https://twitter.com/heminhawrami,parliament.krd
CyrilRamaphosa,President of the African National Congress. President of the Republic of South Africa. Chair of the African Union 2020.,https://twitter.com/CyrilRamaphosa,stateofthenation.gov.za
ANCParliament,"Latest news and views from the African National Congress in Parliament |
Follow our HQ Chief Albert Luthuli House @MyANC @ANCWL_hq @ANCYLhq and @ANCPBF ",https://twitter.com/ANCParliament,ancparliament.org.za
kiraincongress,"Member of Ukrainian Parliament, Leader of Political party Golos, Vice President of ALDE. #warinukraine #ukraine #ukrainetoday #congresswoman",https://twitter.com/kiraincongress,kirarudik.com
THE_FREE_COIN,"Lifetime commitment to FREEdom Coin : crypto payments on vending machines/shops + DeFi on @BNBChain
+6 million active blockchain wallets on BNBChain, Tron, Eth",https://twitter.com/THE_FREE_COIN,coinmarketcap.com/currencies/fre…
davidhogg111,A March For Our Lives founder and board member contactdavidhogg@gmail.com,https://twitter.com/davidhogg111,randomhousebooks.com/books/599770/
Najib_Mikati,"Official Twitter feed for the Prime Minister of Lebanon; also, Member of Parliament for Tripoli, North-Lebanon.",https://twitter.com/Najib_Mikati,najibmikati.net
PearlsFromMyrna,"NOW ON MASTODON @PearlsFromMyrna@c.im
Retired executive secretary for Mr. Stanley Bogenshoots, Senior Vice President at Hughes Aircraft.",https://twitter.com/PearlsFromMyrna,
JacobOulanyah,Speaker of the 11th Parliament of the Republic of Uganda from 2021 - 2022.,https://twitter.com/JacobOulanyah,parliament.go.ug
HarshadeSilvaMP,Father. Husband. #SriLanka Citizen. MP for Colombo and Chair Com on Public Finance. Founder #1990SuwaSeriya. Eisenhower Global Fellow. https://t.co/Apt1Mkqq06,https://twitter.com/HarshadeSilvaMP,
F_Chairman,"Best-selling soccer strategy app - over 3 million downloads worldwide! 
Click the link below to visit our site and go through to the app stores to download.",https://twitter.com/F_Chairman,football-chairman.com
PandaJay,National Vice President BJP; Party in-charge of Assam & Delhi; Former MP (4 times from Odisha); Author; Columnist; Avid Reader; Helicopter Pilot (1980 hours).,https://twitter.com/PandaJay,jaypanda.in
blsanthosh,"National General Secretary (Org), BJP",https://twitter.com/blsanthosh,bjp.org
SenWarren,"U.S. Senator, Massachusetts. She/her/hers. Official Senate account.",https://twitter.com/SenWarren,warren.senate.gov
BarackObama,"Dad, husband, President, citizen.",https://twitter.com/BarackObama,obamabook.com
SABINACHEGE,Member of Parliament Murang'a County,https://twitter.com/SABINACHEGE,parliament.go.ke/the-national-a…
Nickmarxxpov,"Nick Marxx | 18+ NSFW 🔞 350+ Scenes | CEO of @ofdashboard | 30,000+ Onlyfans Subs | Follow @nickmarxxshow Podcast + Dates |Amateurs, ⭐️s, Creators Dm to collab",https://twitter.com/Nickmarxxpov,nickmarxxpov.com
GladysShollei,"A Mother, Transformational Leader, Deputy Speaker and Uasin Gishu County Woman Member of Parliament.",https://twitter.com/GladysShollei,m.facebook.com/GBossShollei/
DaMarcusBeasley,"Proud Dad, part owner @fortwaynefc ,  @beasleycamps, @hou2026worldcup board member. Founding member @SCORE_NA_ podcast🗣 @thecrackpodcas1",https://twitter.com/DaMarcusBeasley,
cmohry,"Office of Chief Minister, Haryana.",https://twitter.com/cmohry,haryanacmoffice.gov.in
UKSupremeCourt,"Official profile for the highest court in the UK.

Free online course: https://t.co/Uj0tXKXdaq",https://twitter.com/UKSupremeCourt,supremecourt.uk
ewarren,"U.S. Senator, former teacher. Wife, mom (Amelia, Alex, Bailey, @CFPB), grandmother, and Okie. She/her. Official campaign account.",https://twitter.com/ewarren,elizabethwarren.com
UN_PGA,"Official account of Csaba Kőrösi, President of the 77th session of the United Nations General Assembly. Instagram: https://t.co/yzc1jkcRJa",https://twitter.com/UN_PGA,un.org/pga/
NadiaWhittomeMP,Proud to represent my home city as the Labour MP for Nottingham East • UK’s youngest MP • @CommonsLUHC member • she/her 🏳️‍🌈,https://twitter.com/NadiaWhittomeMP,linktr.ee/nadiawhittomemp
Sen_JoeManchin,"U.S. Senator for #WV. Chairman of @EnergyDems. Please do not hesitate to contact me to share your commonsense ideas, concerns or if you need assistance.",https://twitter.com/Sen_JoeManchin,manchin.senate.gov
SenGillibrand,"Mom to Theo, Henry and dog Maple. Wife to Jonathan. U.S. Senator for New York. Not “very polite.” She/her.",https://twitter.com/SenGillibrand,kirstengillibrand.com
TheVillaSomalia,Official twitter channel for H.E President Hassan Sheikh Mohamud’s Office.,https://twitter.com/TheVillaSomalia,villasomalia.gov.so
CoryBooker,"U.S. Senator from New Jersey. Most tweets (and typos) are mine, some are my team’s. He/him.",https://twitter.com/CoryBooker,corybooker.com
sallyeaves,Innovating #tech #education #business CEO CTO Advisor Prof #AI #Cloud #IoT #5G #TechForGood #FinTech #SDGs #STEM #STEAM #Sustainability #MWC23,https://twitter.com/sallyeaves,podcasts.apple.com/gb/podcast/tom…
brianschatz,United States Senator from Hawaii. Dad. Climate Hawk. Chair of the Senate Committee on Indian Affairs. Chief Deputy Whip.,https://twitter.com/brianschatz,brianschatz.com
AnandSharmaINC,"Member of Parliament, Rajya Sabha | former Union Cabinet Minister, Govt of India",https://twitter.com/AnandSharmaINC,archive.india.gov.in/govt/rajyasabh…
franklinleonard,@theblcklst founder. Film & TV producer. Politics & football (soccer) person. @vanityfair contrib editor. @am_cinematheque & @weare_thegotham board member.,https://twitter.com/franklinleonard,franklinleonard.com
SenJohnMcCain,"Memorial account for U.S. Senator John McCain, 1936-2018. To support the causes to which Senator McCain dedicated his life & service, follow @McCainInstitute.",https://twitter.com/SenJohnMcCain,
NadineDorries,Recovering Secretary of State. Sunday Times Bestseller. MP for Mid Beds. Talk TV - Friday Night With Nadine 8pm.,https://twitter.com/NadineDorries,
atiku,"Former Vice President of Nigeria. Waziri Adamawa, Businessman, Father and Philanthropist. PDP Presidential Candidate, 2023.",https://twitter.com/atiku,atiku.org
orengo_james,Governor of Siaya County,https://twitter.com/orengo_james,parliament.go.ke
SenatorMenendez,"U.S. Senator from New Jersey. @SFRCdems Chairman. Loving husband to Nadine. Proud father of Alicia & Rob and grandfather of Evangelina, Ofelia, Olivia & Robert.",https://twitter.com/SenatorMenendez,menendez.senate.gov
imtiaz_jaleel,"VBA & AIMIM Member of Parliament Aurangabad 2019-24.
President- AIMIM Maharashtra.
AIMIM MLA - A’bad central 2014-19.
Former journalist.",https://twitter.com/imtiaz_jaleel,
CEOAdam,"CEO of @AMCTheatres since 2016. So just how much do you love movies? Former CEO of Starwood Hotels, Norwegian Cruise Line, Vail Resorts and  Philadelphia 76ers.",https://twitter.com/CEOAdam,amctheatres.com
AmbRice46,Official Account: White House Domestic Policy Advisor,https://twitter.com/AmbRice46,whitehouse.gov
michaeljackson,The Official Michael Jackson Twitter Page,https://twitter.com/michaeljackson,michaeljackson.com
mikeyk,"Co-founder & former CTO of Instagram.

Now building https://t.co/A2tXGha0ZO

Also at https://t.co/R4owWnoWac",https://twitter.com/mikeyk,artifact.news
ReverendWarnock,Pastor. Advocate. Savannah born & raised. @Morehouse alum. Senator from Georgia. | Join us @TeamWarnock,https://twitter.com/ReverendWarnock,secure.actblue.com/donate/wfg-soc…
SenatorEnzi,Former U.S. Senator Mike Enzi of Wyoming. This account is no longer updated.,https://twitter.com/SenatorEnzi,enzi.senate.gov
niinisto,Tasavallan presidentti. Republikens president. President of the Republic of Finland | Viestit tasavallan presidentin omia. Presidentin kanslia: @TPKanslia,https://twitter.com/niinisto,presidentti.fi
KJP46,"This is an archive of an official Biden Administration account, maintained by the National Archives and Records Administration. Follow me @PressSec for updates!",https://twitter.com/KJP46,whitehouse.gov
SenToomey,Twitter account for former-U.S. Senator Pat Toomey. Husband. Father.,https://twitter.com/SenToomey,
derekfisher,"Dad/Husband. Founder, Derek Fisher Be Better Foundation. Five-time @NBA @Lakers Champion. @playequityfund Board Member. Former Head Coach/GM @LASparks",https://twitter.com/derekfisher,derekfisher.com/dfba
PattyMurray,"U.S. Senator, Washington state | President pro tempore of the Senate | @SenateApprops Chair | Working every day for WA families | she/her/hers",https://twitter.com/PattyMurray,murray.senate.gov
KIMANIICHUNGWAH,Leader of Majority Party in 13th Parliament.            The ONLY official twitter of the Member of Parliament Kikuyu Constituency,https://twitter.com/KIMANIICHUNGWAH,parliament.go.ke/the-national-a…
LindseyGrahamSC,The official Twitter feed for United States Senator Lindsey Graham.,https://twitter.com/LindseyGrahamSC,lindseygraham.com
PonnaarrBJP,"Ex.Union Minister of State for Finance and Shipping, Government of India. Ex.Member of Parliament from Kanniyakumari Lok Sabha Constituency.",https://twitter.com/PonnaarrBJP,ponnar.in
VinodChavdaBJP,"Member of Parliament (Kachchh) & Advocate । General Secretary, BJP Gujarat",https://twitter.com/VinodChavdaBJP,Vinodchavda.in
OfficialIGNOU,"The Indira Gandhi National Open University (IGNOU), the world’s largest university, was established by an Act of Parliament in 1985.",https://twitter.com/OfficialIGNOU,
JayThakkar22,"Proud Indian, Vice President & Head of Alternate Research at Sharekhan by BNP PARIBAS

Tweets on Stock Markets are for educational purpose",https://twitter.com/JayThakkar22,linkedin.com/in/jay-thakkar…
michaelrulli,"Ohio Senator representing the Mahoning Valley. Fighting for Election Integrity, the Second Amendment, the Unborn, and the American Worker!",https://twitter.com/michaelrulli,michaelrulli.com
sambitswaraj,"Surgeon by Profession,Politician by Passion...National Spokesperson of BJP",https://twitter.com/sambitswaraj,bjp.org
KremlinRussia_E,"Official Kremlin news
Official Telegram channel: https://t.co/ASrzdwRxSU",https://twitter.com/KremlinRussia_E,en.kremlin.ru
Lagarde,"President of the @ecb, the central bank for the euro. I manage this account with my team.",https://twitter.com/Lagarde,ecb.europa.eu
VictorianCHO,"The official account of the Victorian Chief Health Officer, Prof Brett Sutton. Owned by @VicGovDH. More: https://t.co/fd2S4j7OI1",https://twitter.com/VictorianCHO,health.vic.gov.au
Abramjee,Yusuf Abramjee & Associates. Consultant. GCOB. Social Activist. #CrimeWatch #TaxJusticeSA *Vice President: @csiworld yusuf@abramjee.com,https://twitter.com/Abramjee,abramjee.com
CeoNoida,"This is the official account of Chief Executive Officer, NOIDA Authority",https://twitter.com/CeoNoida,noidaauthorityonline.in
MasculinePeak,"I give men the hard and necessary truth about women, masculinity, and cultivating power.

Climb the mountain of life.
Reach your Masculine Peak and stay there.",https://twitter.com/MasculinePeak,bit.ly/peaklinks
SenAngusKing,News from the office of Independent U.S. Senator Angus King of Maine. Following/retweeting does not equal an endorsement.,https://twitter.com/SenAngusKing,king.senate.gov
SenWhitehouse,"U.S. Senator from Rhode Island, the Ocean State. Chairman of @SenateBudget.",https://twitter.com/SenWhitehouse,whitehouse.senate.gov
volkan_bozkir,İstanbul Milletvekili / BM 75. Genel Kurulu Başkanı/ Büyükelçi ➖ Member of 🇹🇷Parliament/ President of the UN General Assembly at its 75th Session / Ambassador,https://twitter.com/volkan_bozkir,facebook.com/pages/Volkan-B…
DeadPresPicks,Lead Betting Analyst @oddscheckerus All tips to @stjude,https://twitter.com/DeadPresPicks,docs.google.com/spreadsheets/u…
PartizanBC,"#KKPartizan  ⚫⚪
🏆 Šampion Evrope 1992.
🏆 x3 Kup Radivoj Korać
🏆 x21 prvak države
🏆 x16 Nacionalni kup
🏆 x6 šampion ABA lige
🏆 x1 ABA Super Cup

.",https://twitter.com/PartizanBC,kkpartizan.rs
asadowaisi,"President @aimim_national & Member of Parliament Lok Sabha (Hyderabad Constituency) Barrister-at-Law (Lincolns Inn), England",https://twitter.com/asadowaisi,
CanadianPM,Official account of Prime Minister Justin Trudeau – Terms: https://t.co/K5SJE3TdaT – Français: @PMcanadien | For #COVID19 updates: https://t.co/fHdx7vSoxv,https://twitter.com/CanadianPM,pm.gc.ca
