username,bio,profile_url,website,location,followers_count
dmk_raja,Deputy General Secretary - DMK.  Member of Parliament - Nilgiris. Former Union Minister for Communication and Information Technology,https://twitter.com/dmk_raja,,"New Delhi, India",186972
tarasmi,🇺🇦 Founder and Editor-in-Chief of Mezha.Media,https://twitter.com/tarasmi,https://mezha.media/en/,Kyiv,19960
YuliaTymosha,"I owe my life to the Ukrainian Heroes! Marketing&Comms at @saintjavelin, Editor-in-Chief at @ukrainer_en. #SlavaUkraini",https://twitter.com/YuliaTymosha,,Ukraine,12864
EuromaidanPR,#1 Independent Citizen Media about #Ukraine | Official Twitter of International PR Secretariat for HQ of National Resistance 2014 | reserve account @EMPR_media,https://twitter.com/EuromaidanPR,https://ukrainefrontlines.com,Ukraine,127067
BorntobeAshwani,"Editorial Head at @E24bollynews, @news24tvchannel EX Editor Entertainment - @ZeeNews,  'Tweets Are Personal'",https://twitter.com/BorntobeAshwani,https://news24online.com/author/ashwani-kumar/104/,Delhi,33344
abbas_nighat,"Lawyer, Spokesperson @bjp4delhi, Social Activist, Trustee Stree Roshni NGO",https://twitter.com/abbas_nighat,,"New Delhi, India",339045
ShashiTharoor,"INC. MP for Thiruvananthapuram. Author of 24 books. FounderChmn @ProfCong(AIPC). ExMinister ofState, Govt.of India. Former UnderSecretaryGeneral, UnitedNations.",https://twitter.com/ShashiTharoor,http://www.shashitharoor.in,New Delhi & Thiruvananthapuram,8493063
MVenkaiahNaidu,Former Vice President of India.,https://twitter.com/MVenkaiahNaidu,,New Delhi,1393121
dukhovne_lychko,Maria Ukrainian animation director Ozirna,https://twitter.com/dukhovne_lychko,https://www.instagram.com/dukhovne_lychko,Ukraine,19969
CardanoFeed,"News, Analysis and Price about #Cardano ($ADA). Founder @otaviolima | Mail: hello@cardanofeed.com #ADA #crypto $DJED #bitcoin #btc",https://twitter.com/CardanoFeed,http://www.cardanofeed.com,Hydra,63214
ChaudhryShankar,"Speaker, Gujarat Legislative Assembly | MLA- Tharad, Gujarat | Chairman, Banas Dairy, Asia’s largest Cooperative Dairy | Vice Chairman, GSC Bank",https://twitter.com/ChaudhryShankar,,"Gujarat, India",549312
SinghPramod2784,"Senior Associate Editor, @TheNewIndian_in #NationFirst 🇮🇳 RTs not endorsement.",https://twitter.com/SinghPramod2784,https://newindian.in/author/pramod-kumar-singh/,Delhi,24023
ManojTiwariMP,Politician. 2nd Term MP loksabha -Delhi North-East •President-Delhi BJP (2016-2020) Actor-Singer-Music Director Television Presenter,https://twitter.com/ManojTiwariMP,https://m.facebook.com/manojtiwariofficial,"Delhi, India",1738253
OfficialMahoor,OLYMPIAN 😇 National Badminton Champion of Pakistan since 6 consecutive years 🇵🇰 Pakistan International Series 2019 & 2017 🥇🥇 For PR contact @arsalanhshah,https://twitter.com/OfficialMahoor,https://www.instagram.com/mahoor.shahzad/,"Karachi, Pakistan ",42887
srishtayyyy,dumping ground of my thoughts,https://twitter.com/srishtayyyy,,"New Delhi, India",19498
Gagan4344,"Journalist from Punjab, contributing to @propunjabtv Ex @tvpunjab @indianewspunjab @newsx & @zeepunjabhh. Proud Father & Husband - Tweets are personal",https://twitter.com/Gagan4344,,"Chandigarh, India",12370
ZoryaLondonsk,🇺🇦 # 1 source for Ukrainian football in English 🇬🇧 1/3 of Ukraine + Football Podcast🎙 | AIPS Accredited ⚽️ | Founder: @andrewtodos | DM’s Open 📬,https://twitter.com/ZoryaLondonsk,http://www.zoryalondonsk.com,London / Kyiv,12461
Its_CineHub,FILM CRITIC 🍿Opinionated and follow if you want to know more about boxoffice and entertainment sector . Bear the truth !,https://twitter.com/Its_CineHub,,"New Delhi, India",16717
AmanChopra_,"Senior Editor, Network 18",https://twitter.com/AmanChopra_,,"Noida, India",392083
barkhatrehan16,"Activist | Voice Of Men | President, Purush Aayog | TEDx Speaker | Hindu Entrepreneur | Director of Documentary #TheCURSEOfManhood youtu.be/tOBrjL1VI6A",https://twitter.com/barkhatrehan16,https://timesofindia.indiatimes.com/blogs/author/barkhatrehan/,"Delhi, India",49063
Harri_Est,"Founder @UkraineAidOps, from 🇪🇪. UAO Mission is securing protective gear for 🇺🇦 Ukrainians that find themselves in a war zone. Please support via Linktree!",https://twitter.com/Harri_Est,http://buymeacoffee.com/harri,Ukraine,118758
DalrympleWill,Scottish historian & art historian; Empire podcaster & Jaipur Literature Festival co-director; Mehrauli goatherd & kabooter baz. Writes the occasional book.,https://twitter.com/DalrympleWill,http://www.williamdalrymple.uk.com/,New Delhi,1197453
matkovskid,"I make digital worlds. 3D is my canvas, colors are my words.
Working on @simplertimesjoy at @stoneskipstudio.",https://twitter.com/matkovskid,http://bio.site/dragos,"Braşov, România",11984
KirronKherBJP,"Member Of Parliament, Chandigarh. Actor.",https://twitter.com/KirronKherBJP,http://bit.ly/1GXfVGX,"Chandigarh, New Delhi",430856
VPIndia,"Official Twitter account of the Vice President of India, Shri Jagdeep Dhankhar.",https://twitter.com/VPIndia,http://vicepresidentofindia.nic.in/,"New Delhi, India",1412749
DuteeChand,"Fastest Woman of India | 100mtr | 11:17 secs Olympian international athletes 
Arjuna awarded 2020",https://twitter.com/DuteeChand,http://duteechand.com," KIIT,Bhubaneshwar, India",48389
dir_ed,"Official Account of  Enforcement Directorate (ED), Government of India.",https://twitter.com/dir_ed,http://www.enforcementdirectorate.gov.in/,New Delhi,658388
parthesh_99,"Political Analyst, Commentator & Campaign Ad Man.",https://twitter.com/parthesh_99,http://partheshpatel.com,"Gandhinagar, Gujarat.",24482
MedvedevRussiaE,"Deputy Chair of the Security Council of the Russian Federation. The President of Russia, 2008-2012. For tweets in Russian, follow @MedvedevRussia",https://twitter.com/MedvedevRussiaE,,"Moscow, Russia",1172779
sanjeevsanyal,"Writer, economist & collector of old maps. This twitter handle belongs primarily to the writer, and only occasionally to the economist. RTs are not endorsements",https://twitter.com/sanjeevsanyal,http://www.sanjeevsanyal.com,"New Delhi, India",203758
sanghaviharsh,"Minister of State- Home, Industries | Transport, Youth, Sports (I/C) | MLA Surat, Majura | Proud Indian",https://twitter.com/sanghaviharsh,http://www.harshsanghavi.in,Gujarat,657330
SMQureshiPTI,Vice Chairman Pakistan Tehreek-e-Insaf | Former Foreign Minister of Pakistan,https://twitter.com/SMQureshiPTI,http://www.insaf.pk,Pakistan,5052586
somartist,"Artist (Ikiên)
JigsawGame: store.steampowered.com/app/1452130/
urlich.art/store/prints
patreon.com/urlich
superrare.com/somartist
foundation.app/somartist",https://twitter.com/somartist,https://urlich.art,gone,92531
brokenpixelua,Ukrainian film director (currently Ukrainian soldier),https://twitter.com/brokenpixelua,https://www.facebook.com/DemchenkoVlad,Kyiv,74981
MarkSleboda1,"IR & Security Analyst, Senior Lecturer in IR & Security Studies MGU 2012-14, LSE postgrad, Climate Change, US Navy vet-Nuclear Engineering marksleboda@gmail.com",https://twitter.com/MarkSleboda1,https://www.facebook.com/gramsci,"Moscow, Russia",37119
usykaa,"Official Twitter page of Alexander Usyk 🥊 WBO, WBC, WBA, IBF Cruiserweight World Champion and Muhammad Ali Trophy 🏆 Olympic Gold Medalist 2012 London 🥇",https://twitter.com/usykaa,https://rtfight.com/,Украина,153308
pradipsinhbjp,"General Secretary, BJP Gujarat ।  Ex-President of BJYM, Gujarat । Former-Senate member (Guj Uni.)",https://twitter.com/pradipsinhbjp,http://pradipsinhvaghela.in/,Ahmedabad,416758
AMISHDEVGAN,"Managing Editor #News18 Hindi ,Anchor  #AarPaar on @News18India & #Takkar @Cnbc_awaaz ,Past EditorInChief @ZeeBusiness ,HT  instagram.com/amish.devgan?i…",https://twitter.com/AMISHDEVGAN,,Delhi,875595
MujtabaAasif,Journalist and Research Scholar | IIT Delhi ||Shaheen Bagh Movement || Byline - @TCNLive | @YouthKiAwaaz | @BeyondHeadlines | @Medium || Founder:@miles2smile_,https://twitter.com/MujtabaAasif,https://miles2smile.org/,"New Delhi, India",40203
Karanpartap01,"CEO at #NarayaniHerbal, Vedic Astrologer🪐 Ayurveda🌿 समय समय की बात है, वक्त बहुत बलवान है⏳ धर्मो रक्षति रक्षितः 🇮🇳 Mahadev🔱",https://twitter.com/Karanpartap01,https://rudrakp.com,"Chandigarh, India",25617
baxiabhishek,"Technology Journalist | Digital Consultant

✍️ @MorningContext | @Mint_Lounge | @TheMornStandard | @NewIndianXpress

💬 Founder/Editor: @ThePodcastHub",https://twitter.com/baxiabhishek,http://baxiabhishek.info,"Gurgaon, India",46676
YPerebyinis,Deputy Foreign Minister of Ukraine,https://twitter.com/YPerebyinis,http://mfa.gov.ua,Kyiv,55988
YaBoiHakim,"Just your friendly neighborhood Marxist. 
Physician by profession. Co-host of @TheDeprogramPod.
لَا إِلٰهَ إِلَّا ٱلله",https://twitter.com/YaBoiHakim,https://linktr.ee/YaBoiHakim,Iraq,81522
DineshMNIPS1,"Indian Police Officer | Additional Director General of Police ACB,Rajasthan @policerajasthan @acbrajasthan",https://twitter.com/DineshMNIPS1,https://home.rajasthan.gov.in/content/homeportal/en/acbdepartment/contact_us.html,"Jaipur, India",56382
varungandhi80,"Member of Parliament (Lok Sabha), Pilibhit. Writer. Poet. Author of ‘The Otherness of Self’, ‘Stillness’, ‘A Rural Manifesto’, and ‘The Indian Metropolis’.",https://twitter.com/varungandhi80,,New Delhi,1216382
U24_gov_ua,"The initiative of the President of Ukraine 
@ZelenskyyUa

The main venue for collecting charitable donations in support of Ukraine",https://twitter.com/U24_gov_ua,https://u24.gov.ua,Ukraine,41415
MalickViews,"Old school journalist and incorrigible optimist. President 92 News, former: MD PTV, Editor:The News,The Muslim, Head Of Channel(Hum News) etc…",https://twitter.com/MalickViews,,"Islamabad, Pakistan",1184140
NirjhariSinha,"Director, Pravda Media Foundation (@AltNews) |
Founding member of Jan Sangharsh Manch",https://twitter.com/NirjhariSinha,https://www.altnews.in,Ahmedabad,16394
jawharsircar,"Rajya Sabha MP of Trinamool Congress. Was in IAS & Govt, 42 yrs, Secretary, GoI & CEO of Prasar Bharati (DD, AIR). Upholds India’s values - Plurality, Democracy",https://twitter.com/jawharsircar,http://jawharsircar.com,"Delhi, India",52184
Sadhvi_prachi,"Official Account of #SadhviPrachi | National President Of Bhagwa Kranti Sena | Member of Rashtriya Sewika Samiti
Social Worker | VHP Leader",https://twitter.com/Sadhvi_prachi,https://t.me/BhagwaKrantiSena,"Haridwar, India",316897
ajmaljami,"Anchor/Reporter & Digital Creator @dunyanews | tu Lang ja sadi kher ey | A Malang In Love with City of Temples, #Jammu| @StateIVLP | पत्रकार/लेखक| #LFC",https://twitter.com/ajmaljami,http://video.dunyanews.tv/index.php/en/pv/nuqta-e-nazar/5086,"Lahore, Pakistan ",404934
PartizanBC,"#KKPartizan  ⚫⚪
🏆 Šampion Evrope 1992.
🏆 x3 Kup Radivoj Korać
🏆 x21 prvak države
🏆 x16 Nacionalni kup
🏆 x6 šampion ABA lige
🏆 x1 ABA Super Cup

.",https://twitter.com/PartizanBC,http://www.kkpartizan.rs,Beograd,102808
KumariRukshmani,Veer-Nari | President-All India Professionals’ Congress -Rajasthan | CEO @StarFoundn | AICC Member,https://twitter.com/KumariRukshmani,http://profcongress.com,Rajasthan,156938
BiIndia,"Intelligence for India's next generation. 
Sign up for BI's weekly newsletter - Simply Put: bit.ly/3uNazf1
Subscribe on Telegram: t.me/businessinsider",https://twitter.com/BiIndia,https://www.businessinsider.in/,"New Delhi, India",162072
ShuklaRajiv,"Member of Parliament - Rajya Sabha, Vice-President BCCI, Former Minister - Government of India, Member Congress Working Committee, Former Chairman IPL",https://twitter.com/ShuklaRajiv,http://www.rajeevshukla.com,New Delhi,304108
amishra77,"CEO, BlueKraft Digital Foundation. All views personal.",https://twitter.com/amishra77,https://www.bluekraft.in/,"New Delhi, India",96152
ipo_mantra,"A Proud Indian | Active in #IPOs since 2006 | Founder of IPO Mantra | SEBI Unregistered | Tweets on #IPO, #Stocks & #StockMarket | Contact: ipomantra@gmail.com",https://twitter.com/ipo_mantra,https://t.me/official_ipo_mantra,"New Delhi, India",303811
AjayLamba_IPS,"Inspector General of Police, Udaipur Range, Rajasthan",https://twitter.com/AjayLamba_IPS,https://www.police.rajasthan.gov.in/,"Udaipur, India",22825
SabLokTantra,"Idea Fertility Center. कूट नीति विशेषज्ञ.

President - Indraprastha Yogasana Sports Association, Delhi.
Treasurer - National Yogasana Sports Federation.",https://twitter.com/SabLokTantra,https://sabloktantra.com/,New Delhi,59186
danbrettig,"Chief cricket writer, The Age. Whitewash to Whitewash, Bucking the Trend, Bradman and Packer. TGSTW bit.ly/TGSTW1993",https://twitter.com/danbrettig,https://www.theage.com.au/by/daniel-brettig-p4ywcj,Western Victoria,39239
digvijaya_28,"Member Rajya Sabha Ex Member Lok Sabha Ex Gen Secy  All India Congress Committee , Ex CM Madhya Pradesh Ex President MPCC. Retweets are not the endorsement!",https://twitter.com/digvijaya_28,http://www.digvijayasingh.in,Delhi,1322785
jeremycarl4,"Senior Fellow @claremontinst. 

Formerly @hooverinst and U.S. Deputy Assistant Secretary of the Interior.",https://twitter.com/jeremycarl4,http://www.jeremycarl.com,Montana,13807
yogitabhayana,Anti Rape Activist || Founder @pariforindia ||Fighting Against Gender Violence |Tedx Speaker POSH Expert||Public Speaker||Animal lover||Tweets are personal,https://twitter.com/yogitabhayana,http://www.pariindia.in,"New Delhi, India",197019
iamhumayunsaeed,Actor/Producer,https://twitter.com/iamhumayunsaeed,https://www.facebook.com/TheHumayunSaeedOfficial/,Pakistan,1366668
archanagautamm,Actress & Politician  Bigg Boss 16,https://twitter.com/archanagautamm,https://g.co/kgs/g4LQ1U,"Meerut, India",33199
ManojNaravane,"28th Chief of Army Staff, Indian Army. Wide experience in leadership and management.",https://twitter.com/ManojNaravane,,"New Delhi, India",84882
mL7support,Content creator twitch.tv/mL7support | 📷 instagram.com/ml7support | ✉️ ml7stream@gmail.com | Bodyguard @olafthecatirl SUPPORT NOT HEALER,https://twitter.com/mL7support,http://youtube.com/c/mL7support,"Bucureşti, România",101883
s1mpleO,Professional player for @natusvincere GG.bet Business inquires s1mplekostyliev@gmail.com,https://twitter.com/s1mpleO,https://www.instagram.com/s1mpleo/,"Kyiv, Ukraine ",755764
GoncharenkoUa,"Vice President of the PACE Committee on Migration, Refugees and Displaced Persons, Ukrainian MP",https://twitter.com/GoncharenkoUa,http://goncharenko.od.ua,Kyiv,112778
brand_shweta,"🕉 Journalist ✍। Book राष्ट्रवाद की गंगा order Now 👉 amazon.in/dp/9356480427?…
Nation First 🇮🇳। Twitter Head @OfficialTeam_S_",https://twitter.com/brand_shweta,https://twitter.com/MyVoiceOpIndia/status/1478689638084747266?t=_YU6-G5bwuRW5Hbu3pi28Q&s=19,"New Delhi, India",14899
nsitharaman,"Minister of Finance and Corporate Affairs. MP (RS) representing Karnataka, views personal, RTs no endorsement.",https://twitter.com/nsitharaman,,"Delhi, India",5338505
tayyabaraja_,Over-thinker || Content creator || Political & non-political Human✨,https://twitter.com/tayyabaraja_,https://instagram.com/tayyabarajaofficial?igshid=YmMyMTA2M2Y=,Pakistan,52068
AirlinesAntonov,Air transportation division of @AntonovCompany specialising in outsized and project cargo worldwide. Sales enquiries: sales@antonov-airlines.aero,https://twitter.com/AirlinesAntonov,https://www.antonov.com,"Kyiv, Ukraine",18780
AGirlOfHerWords,"She/Her 🌈  🌱. Creative Director @ Ad Agency. Creator. Talks mental health, animal welfare & more. Mental Health list pinned. 📧: mahimakukreja@gmail.com",https://twitter.com/AGirlOfHerWords,https://linktr.ee/agirlofherwords,"New Delhi, India",26042
Iren_Horrors,"Illustrator of dark and macabre things. My inspiration is mythology, folklore, dark tales, witchcraft and Victorian Gothic fashion 🌙",https://twitter.com/Iren_Horrors,http://beacons.ai/irenhorrors,"Обнинск, Россия",59205
realhimanshi,Official account.. 🎂27 Nov.. Actor & Philanthropist... For queries write to khurana.himanshi@gmail.com,https://twitter.com/realhimanshi,https://en.wikipedia.org/wiki/Himanshi_Khurana,"Chandigarh, India",732617
samirsaran,"President, ORF (@orfonline); #Tech #Climate #ForeignPolicy; Curate @raisinadialogue; Chair #CyFy; Author #PaxSinica and #TheNewWorldDisorder; #Raisina2022",https://twitter.com/samirsaran,https://www.orfonline.org/about/president/,New Delhi,112304
hinaparvezbutt,"A Mother, Philanthropist , Entrepreneur, @pmln_org Ex MPA. @wef Young Global Leader 2016 @LifeAtLUMS Alumna @jang_akhbar @dailytimespak Columnist",https://twitter.com/hinaparvezbutt,https://www.pap.gov.pk/members/profile/en/20/1210,Lahore,2449311
gautam_adani,"Chairman, Adani Group. Proud Indian. Excited to be part of the India growth story!",https://twitter.com/gautam_adani,http://www.adani.com,"Ahmedabad, India",949731
OKhudetska,"Journalist/editor | tactical medicine instructor|🎓BA Sociology, MA Law (NaUKMA) |",https://twitter.com/OKhudetska,,Україна,10409
Matt_VanDyke,"Founder, Sons of Liberty International, #veterans training Ukrainian forces to fight Russia. A 501c3 nonprofit org: SonsOfLibertyInternational.com #NAFO",https://twitter.com/Matt_VanDyke,http://www.matthewvandyke.com,Ukraine,501250
organichemusic,"Doctor of Pharmacy. Long Covid, EBV & ME/CFS research. Here to share & learn. Tweets not medical advice. 
pharmd.substack.com
ko-fi.com/lcpharmd",https://twitter.com/organichemusic,,bed,29511
ashutosh83B,"Co-founder - satyahindi.com, Columnist, Author; Views personal, Retweets not endorsement.",https://twitter.com/ashutosh83B,,DELHI,2431044
chefzhenya,"20 years in the kitchen - chef, CEO & shareholder in a restaurant company based in Kyiv, MFA charity founder & volunteer, worked/lived/studied in Boston & LA",https://twitter.com/chefzhenya,https://fvsm.net,Ukraine,20853
SaniaaAshiq,Daughter of a strong man. Ex-MPA PMLN. Pharmacist by Education.,https://twitter.com/SaniaaAshiq,https://www.pap.gov.pk/members/profile/en/21/1577,"Lahore, Pakistan",577079
manojkrs29,"Political, Cultural, Social Activist, Proud Indian, Hindu Nationalist, Retweets are not endorsement",https://twitter.com/manojkrs29,,"New Delhi, India",52754
PriyankaCRaina,"Co-founder - @maatecare , @grfcare   #AdolescentHealth, #ReproductiveHealth, #MaternalHealth, #SDG",https://twitter.com/PriyankaCRaina,http://www.graciarainafoundation.com,"India 🇮🇳, Netherlands 🇳🇱",279171
EP_President,President of @Europarl_EN 🇪🇺.,https://twitter.com/EP_President,https://www.europarl.europa.eu/the-president/,Europe,406893
PM_ViktorOrban,"Freedom fighter, Husband, Father, Grandfather, Prime Minister of Hungary 🇭🇺🇭🇺🇭🇺",https://twitter.com/PM_ViktorOrban,https://miniszterelnok.hu/en/,"Budapest, Magyarország",134380
Shimza01,Award winning DJ. Producer. U’R/KUNYE Director. Ballantines Ambassador. #TheHangAwt #SHIMUZICProductions. Bookings: bookings@djshimza.com or +27 11 924 6014,https://twitter.com/Shimza01,http://www.djshimza.com,South Africa,1740908
sangeethaSring,Actor @777CharlieMovie #luckyMan #Pampa #Marigold #Sati in #HaraHaraMahadev,https://twitter.com/sangeethaSring,https://www.instagram.com/iamsangeethasringeri/,"Bengaluru, India",12199
OverwatchNaeri,"Overwatch 2 나에리(Naeri) Previous Blizzard Entertainment Korea Overwatch & World of Warcraft MVP. Opinions are my own.

Header: @Powtaytow3333
pfp: @Sagas293",https://twitter.com/OverwatchNaeri,http://PlayOverwatch.com,"Busan, South Korea",106251
Shill_Ronin,"🇲🇾 | IT Expert, Crypto Enthusiast & Influencer #ShillCrew | Vouch #ShillCrewLegit | @ShillCrew @ShillEmperor | No Backup Account | No Telegram",https://twitter.com/Shill_Ronin,https://instagram.com/shillronin,Malaysia,195844
hannahyeoh,"Minister of Youth and Sports.
MP for P117 Segambut.
Speaker of the Selangor State Legislative Assembly (2013-2018)
ADUN Subang Jaya (2008-2018)",https://twitter.com/hannahyeoh,http://www.hannahyeoh.com,Malaysia,456124
ChouhanShivraj,Chief Minister of Madhya Pradesh,https://twitter.com/ChouhanShivraj,http://www.shivrajsinghchouhan.org,Madhya Pradesh,8916423
Peargor,"啤梨哥 but just call me Pear. Impatient student 2D animator from Hong Kong 🇭🇰
Alt: @pearsketch_
Contact: perryloart@gmail.com
-Not taking commissions or sponsors",https://twitter.com/Peargor,https://www.youtube.com/channel/UC98FqLb-fljVb4l6e_FdWjw,Hong Kong,334893
DailyGuts4u,Daily dose of the Black Swordsman | fan account not impersonating,https://twitter.com/DailyGuts4u,,Boat,25661
TulsiGabbard,2020 Presidential candidate. Former Congresswoman. Soldier. Surfer. Veteran. Yoga. Inquiries: tulsigabbard.com (Views do not reflect position of DoD),https://twitter.com/TulsiGabbard,https://tulsi.to/links,Hawai'i,2173532
LucasNavarreteM,Journalist | Chief Editor for @SBNation's Real Madrid site @ManagingMadrid.,https://twitter.com/LucasNavarreteM,https://linktr.ee/lucasnavarrete,España,48304
OneSportsPHL,"Andito na lahat ng trip nating sports! NBA, PBA, UAAP, PVL, FIBA, Gilas Pilipinas, ONE Championship, UFC, WWE, ESPN, The Nationals at marami pang iba!",https://twitter.com/OneSportsPHL,https://onesports.ph,Philippines,303923
eacayan,Dad. Photographer @nytimes @GettyImages. Two-time World Press Photo awardee and Pulitzer Prize finalist. I just want to make important pictures.,https://twitter.com/eacayan,http://gettyimages.com/photos/ezra-acayan,Philippines,10139
HausofHilton,Leo | Medical Doctor | Family Medicine | Traveller | @kkmputrajaya  Insta : HausofHilton,https://twitter.com/HausofHilton,,"Kuala Lumpur, Malaysia",149592
HarryEStylesPH,"The Official Philippine Street Team for Actor, Singer-songwriter, and One Direction member, @Harry_Styles. Recognized by @sonymusicph.",https://twitter.com/HarryEStylesPH,http://www.facebook.com/HESPH,Philippines,42859
SyedSaddiq,"Nation building will be my priority🇲🇾 MUAR MP & President of MUDA. Law, IIUM. Public Policy, NUS.",https://twitter.com/SyedSaddiq,https://muda.my/sertai/,Malaysia,1435516
kcvenugopalmp,Parliament Member - Rajya Sabha | General Secretary @INCIndia in-charge of Organisation | Former Minister of State for Civil Aviation & Power in GoI,https://twitter.com/kcvenugopalmp,https://www.inc.in,Alappuzha,222126
CeddyOrNot,Foodie vlogger • Podcast host • Co-Founder of @OwletBeauty • For biz enquiry please tap ceddyornot.com,https://twitter.com/CeddyOrNot,http://ceddyornot.com,Malaysia,85660
Baidu_Inc,"Baidu Inc. is a leading AI company with a strong Internet foundation. 
Media Contact: intlcomm@baidu.com",https://twitter.com/Baidu_Inc,http://ir.baidu.com,"Beijing, China",119897
AmanDubey_,"National Media Panelist, Indian Youth Congress | Political Campaigner | Byline @YouthKiAwaaz & @NarmadaManav | #NarmadaBachao । Tweets are personal.",https://twitter.com/AmanDubey_,https://youtube.com/@AmanDubey_,"Madhya Pradesh, India",14211
amerhadiazmi,"Malaysia Correspondent for @SCMPAsia. Previously reported for @nytimes, @business, and @benarnews. Tweets are my own. Jabberwock enthusiast. 27:40",https://twitter.com/amerhadiazmi,http://hadiazmi.com,Petaling Jaya,38950
fishifiedfish,"I SHARE YURI/GL PANELS, UPDATES, NEWS, and SPOILERS ahead.R🔞🔞🔞‼️‼️‼️ please this is a NSFW account sometimes and maybe anime recommendations as well",https://twitter.com/fishifiedfish,,"Iloilo City, Philippines",167085
nayibbukele,Presidente de El Salvador,https://twitter.com/nayibbukele,http://www.presidencia.gob.sv,El Salvador,5002862
yadavtejashwi,"Deputy Chief Minister, Bihar",https://twitter.com/yadavtejashwi,http://www.rjd.co.in,Patna,4659972
Saniyalyappan,Actor 🦋,https://twitter.com/Saniyalyappan,,"Kerala, India",82216
its_darMP,20s 🇵🇭 | dar/darMP | She | Contact: darlynne . mp @ gmail . com 📬 | darmp.carrd.co,https://twitter.com/its_darMP,https://www.patreon.com/darMP,Philippines,51163
realpreityzinta,"Actor, Producer, Writer, Entrepreneur , Human Being and Cricket fan!",https://twitter.com/realpreityzinta,https://www.facebook.com/officialpz,Catch me if you can....,6202270
YvonneJJones,MP for Labrador,https://twitter.com/YvonneJJones,http://yvonnejones.liberal.ca/,Labrador,11394
Simply_Merica,30 countries before 30 🤩✈️🏖 Digital Nomad ✨FOUNDER: Trip ‘n Dip 👇🏾,https://twitter.com/Simply_Merica,http://www.tripndip.net,People's Republic of China,83180
abbietayo,Content writer and Creator//Biochemist🥼// #Spaceshost . If you are bored go through my media. Email abbietayo06@gmail.com,https://twitter.com/abbietayo,https://www.instagram.com/abbietayo,Somewhere sha,187683
rapplerdotcom,"Rappler is the Philippines' leading digital media company that's driven by uncompromising journalism, enabled by technology, & enriched by communities of action",https://twitter.com/rapplerdotcom,http://www.rappler.com,Philippines,3723992
nabilfikran10,INFJ-A || ⓘ read my header,https://twitter.com/nabilfikran10,,Bangsar,13212
ptrmadurai,"Minister, Tamil Nadu. Finance, Pensions & Pension Benefits, Human Resources Management, Planning & Development, Economics & Statistics. MLA, Madurai Central",https://twitter.com/ptrmadurai,http://ptrmadurai.com,"Madurai, India",511226
pinarayivijayan,"Chief Minister of Kerala | Politburo Member, Communist Party of India (Marxist)",https://twitter.com/pinarayivijayan,,"Kerala, India",1080618
BLACKLISTINTL,Tier One Entertainment's official esports division. @TRULYTOPTIER #BreakTheCode 📧 Brand Partnerships: partnerships.blck@tier.one,https://twitter.com/BLACKLISTINTL,http://tier.one,Asia,123662
iamhafizulfaiz,"Penulis, pembaca, peminum kopi, Founder @tentangkita_ngo dan seorang yang sering jatuh cinta dengan hal-hal sederhana.",https://twitter.com/iamhafizulfaiz,http://hafizulfaiz.com,Kuala Lumpur City,25660
nianaguerrero,dance and lifestyle creator  GVO,https://twitter.com/nianaguerrero,,Republic of the Philippines,555152
swacinta,Tempat bertenang • Daily life quotes • Bacaan Puisi: Bicara Sebelum Tidur • Random Talk • DM for any business inquiries • Backup account @ruanganhealing,https://twitter.com/swacinta,https://t.me/theswacinta,Kuala Lumpur,81649
MalacananEvents,Escape the typical. Experience the presidential.,https://twitter.com/MalacananEvents,http://www.facebook.com/MalacananEvents,Republic of the Philippines,113862
iingwen,中華民國第15任總統 President of the Republic of China (Taiwan),https://twitter.com/iingwen,http://www.president.gov.tw,Taipei City,2363602
ItsEndyy,"🇵🇭 Background Artist • I'm OPEN for Commissions • 
For Business Inquiries: hello@gavryltampil.com
Website: gavryltampil.com/works",https://twitter.com/ItsEndyy,http://patreon.com/itsendy,Republic of the Philippines,13183
CRCCNews,"As the most powerful and large-scale comprehensive construction company in the world, CRCC operates in over 130 countries and regions.",https://twitter.com/CRCCNews,http://english.crcc.cn/,China,93762
najihahshahrel,"IN, co-founder and I create content for brands. For any inquiries, please DM or email: ask.princessjiee@gmail.com",https://twitter.com/najihahshahrel,http://linktr.ee/princessjiee,Malaysia,82786
amirahnadiah___,She's trying her best • Content Editor • Founder/admin @swacinta 🕊,https://twitter.com/amirahnadiah___,,Kuala Lumpur,24556
AdamAdli,"Timbalan Menteri Belia dan Sukan.
MP Hang Tuah Jaya.
Ketua AMK Malaysia.
KEADILAN | HARAPAN",https://twitter.com/AdamAdli,,Kuala Lumpur,90293
JM_Scindia,"Union Minister for Civil Aviation & Steel, Govt. of India. Public servant & cricket enthusiast",https://twitter.com/JM_Scindia,,"Madhya Pradesh, India",5253562
MamataOfficial,"The Official Twitter of Mamata Banerjee, founder Chairperson All India Trinamool Congress. Honourable Chief Minister, West Bengal.",https://twitter.com/MamataOfficial,http://aitcofficial.org,"Kolkata, India",7150215
PitiYindee,"Colorist on Cuphead DLC ✨
Let's make Cartoons!: Patreon.com/PitiYindee ✨️ 
Wuffle Comics Archive: Twitter.com/YindeeComics ✨",https://twitter.com/PitiYindee,http://Youtube.com/PitiYindee,"Bangkok, Thailand",36040
tbhAnubhav,Founder: Chai Sutta Bar ; Student of Entrepreneurship.,https://twitter.com/tbhAnubhav,https://www.anubhavdubey.com/,INDORE  INDIA,81514
