Username,Bio,profile URL,Location,Websites
mvenaani,leader of opposition namibia ! president of the popular democratic movement .vice chairman of international democrat union,https://twitter.com/mvenaani,windhoek - namibia,
TomLydon,vice chairman of @vetta_fi | investment advisor & author📊 ‘etf of the week’ podcast now streaming: https://t.co/ogbmrc112d,https://twitter.com/TomLydon,orange county,https://t.co/oGbMRC112d
SeifSharifHamad,national chairman @actwazalendo and first vice president of zanzibar.,https://twitter.com/SeifSharifHamad,zanzibar,https://t.co/IDY5dEpR4C
TomMendozaTalks,"frmr pres. & vice chairman @netapp. bm of varonis, vast data, mparticle. proud of mendoza college of business. grateful for health & love of my family & friends",https://twitter.com/TomMendozaTalks,,https://t.co/lOtDjd4Ncy
abineshelango,| vice chairman & ceo | abi & abi group of companies institutions & media | financier | atm fin corp limited | film producer & distributor | abi & abi pictures|,https://twitter.com/abineshelango,chennai ,https://t.co/pu1ePUOQyd
DavidAaker,"vice chairman of @prophetstrategy, a global consultancy, professor emeritus, uc berkeley, author of 18 books including ""the future of purpose-driven branding""",https://twitter.com/DavidAaker,"san francisco, ca",https://t.co/Axom1zmw8a
realmacreynolds,"manager for @imaginedragons, @sirsly and @jtdalyart // vice chairman at @trfdotorg // lawyer at reynolds & associates // my playlist: https://t.co/nlymcurczp",https://twitter.com/realmacreynolds,,
robmooreEsports,"ceo of sentinels and p1 esports llc, former vice chairman paramount pictures",https://twitter.com/robmooreEsports,,
thordiskolbrun,"minister for foreign affairs. member of parliament, althingi. vice chairman of the independence party. follow us also at @mfaiceland",https://twitter.com/thordiskolbrun,iceland,https://t.co/LZphOoHlg0
TalpurTaimur,"#ppp🇱🇾 minister for forest dept govt of sindh, mpa ps53 since may 2008 to date, vice chairman safe city authority sindh.",https://twitter.com/TalpurTaimur,"karachi, pakistan",https://t.co/Iu06ToRm4v
WMALHittle,insights on oil market by ann-louise hittle – vice president @woodmackenzie,https://twitter.com/WMALHittle,boston ma ,https://t.co/VxAKdWDmBN
BillClinton,"father, grandfather, 42nd president of the united states, founder, clinton foundation. follow @clintonfdn for more on our work around the world.",https://twitter.com/BillClinton,"new york, ny",https://t.co/k1nZeBK21W
MbukuMichael,affairs office of president of republic of kenya h.e william samoei ruto /  @williamsruto and political commentator & analyst on kenya kwanza. president ruto,https://twitter.com/MbukuMichael,"makueni, kenya",https://t.co/dqhcKKdnUw
Kagame_quotes,this account is managed by a fan of president kagame who takes each of his word as an inspiration. share with us via dm paul kagame's quotes that inspire you,https://twitter.com/Kagame_quotes,,
President1Trump,@realdonaldtrump the 45th president 🕊🇺🇸🇮🇱🕊@foxnews @foxandfriends @dcexaminer @president2trump,https://twitter.com/President1Trump,usa,
PresElectNgr_,"the twitter handle of the president elect is managed by a team at the presidential campaign council, of the apc. tweets maybe archived:",https://twitter.com/PresElectNgr_,"abuja, nigeria",https://t.co/Rb2EliJd0o
PresidentIJT,official twitter handle of president (nazim-e-ala) islami jamiat-e-talaba pakistan (@jamiatpk),https://twitter.com/PresidentIJT,,
KenyattaTeam,team supporting the president and deputy president of kenya,https://twitter.com/KenyattaTeam,"nairobi, kenya",
PresidentOfBg,"румен радев - президент на република българия/rumen radev - president of the republic of bulgaria.

this account is maintained by the president's team.",https://twitter.com/PresidentOfBg,"sofia, bulgaria",https://t.co/HQJoqBH4Qw
FaryalTalpurPk,"president women wing, pakistan peoples party - member provincial assembly, sindh. join ppp for peaceful, prosperous and progressive pakistan.",https://twitter.com/FaryalTalpurPk,,https://t.co/5cmO6JQe99
DrFauziaKhanNCP,"@ncpspeaks national president women's wing | member of parliament - rajya sabha | former minister for gad, education, health & wcd government of maharashtra.",https://twitter.com/DrFauziaKhanNCP,"parbhani, maharashtra, india",
NDaultana,"general secretary south punjab ppp, former president women wing south punjab ppp, former mna/ parliamentary secretary for national food security and research",https://twitter.com/NDaultana,,
IamRituKataria,"mrsharyana'18।bharaticon'19 1st ru #yogachampion। district president women cell @jjpofficial |  chairperson parivartan ek prayas सोच बदलो, देश बदलेगा 🇮🇳",https://twitter.com/IamRituKataria,gurugram,
WomenOccupyHwd,we are creating & shaping a new paradigm 4 the present & future generations of women in film @ivanamassetti founder & president #ratifyera #5050bynow,https://twitter.com/WomenOccupyHwd,"los angeles, ca",https://t.co/Xuqtx1Ll2I
AsmaZehradr,"medical doctor,assistant professor.
president aimwa
member aimplb
president shariah committee hyderabad. president muslim women development society. hyd",https://twitter.com/AsmaZehradr,"hyderabad, india",
SumeraShams,ex mp & chairperson @wpc_kp | president pti women wing malakand region | public health doctor| proud d/o of late shams-ul-qamar khan #pti #isf #oneyoungworld 🏆,https://twitter.com/SumeraShams,dir pakistan,https://t.co/vRfPSUnUz4
MPASaadiaTemur,president pmln women wing district lahore | mpa 2018-2023 | convener fpcci's central standing committee,https://twitter.com/MPASaadiaTemur,"lahore, pakistan",https://t.co/JpWhLpPLjd
ShahinaSaeeda,"president ppp women wing district central karachi, former information secretary ppp women wing karachi division and a blogger",https://twitter.com/ShahinaSaeeda,karachi,
SamiaRQazi,"director foreign affairs @jipofficial
politician, ex mna @naofpakistan 
 and ex member of cii.
president international muslim women union,an ngo with eco soc.",https://twitter.com/SamiaRQazi,lahore,https://t.co/ffD2WomPqA
farzanakpmln,"president pml(n) women wing 🇦🇪 uae. the nation, under god, shall have a new birth of freedom – and that government of the people, by the people,for the people",https://twitter.com/farzanakpmln,"دبي, الامارات العربية المتحدة",https://t.co/Khlb0nmMMe
AnilaButtPK,"ex. president women wing london pti
            ex. women secretary london pti",https://twitter.com/AnilaButtPK,london ,https://t.co/bXiaqAkk32
shaistapervaiz,"mna of #pmln is in my blood. president women wing lhr, philanthropist, social worker and a proud pakistani https://t.co/o51bzlhrd7…",https://twitter.com/shaistapervaiz,lahore pakistan,https://t.co/whdRGbrkPF
maji_mahua,"mp-rajya sabha | ex-central president women wing ,jmm |ex-chairperson,state women commission,jharkhand.
writer, politician and sociologist.",https://twitter.com/maji_mahua,"ranchi,jharkhand, india",
GulnazPasha,ex-mpa(2013-2023)|ex-member standing committee on school edu.| president women wing pml-n dist. sialkot|educationist|alumna @stateivlp |ceo & nwa@allied schools,https://twitter.com/GulnazPasha,"sialkot, pakistan",https://t.co/DAkNiQdLSu
AcarSertacK,fenerbahçe sk yönetim kurulu üyesi - fenerbahce sk board member / sarı lacivert derneği başkanı - president of sari lacivert association,https://twitter.com/AcarSertacK,istanbul,https://t.co/dJG6JDylPW
CoachWaldrum,head women’s soccer coach university of pittsburgh - head women's coach nigerian women's national team - super falcons - past president of united soccer coaches,https://twitter.com/CoachWaldrum,"pittsburgh, pa",https://t.co/4tkdvTKWSh
mayamorsy,president of the national council for women in egypt|passionate about #women empowerment and #public policies|t&rt are views of my own.,https://twitter.com/mayamorsy,egypt,https://t.co/GYQcHNxsgz
DrMarthaGulati,"cardiologist, ❤️‍🩹expert in women & heart disease, prevention, author 'saving women's hearts’- heals 💔 president of aspc #earlyinterventionalist @cedarssinai",https://twitter.com/DrMarthaGulati,"los angeles, ca",https://t.co/Q7GNND2u9s
KanwalMna,"president pti women wing pakistan | ex-mna member core committee pti | public policy expert 

 سیاست بطور عبادت |عمران خان کی سپاہی 

rts rn't endorsement",https://twitter.com/KanwalMna,,
KerryKennedyRFK,"president of @rfkhumanrights, lawyer and activist. bestselling author, progressive catholic, and lifelong feminist. proud mom of three mighty women.",https://twitter.com/KerryKennedyRFK,,https://t.co/gub3ExtBe8
MaEllenSirleaf,"former president of the republic of liberia, advocate for women and founder of @ejscenter, grandmother of 12, local farmer.",https://twitter.com/MaEllenSirleaf,liberia,
UwezoFund,"ahadi yetu, kazi kwako. our promise, your responsibility. the 6b youth and women fund promised by the president for the kenyan youth and women",https://twitter.com/UwezoFund,"lonrho house, 16th floor",
MunazaHassan,🔸chief patron women wing pti. 🔸first elected president of pti women wing. 🔸ex sec.general @wpc_pak🔸ex chairperson na sc on @cccpakistan,https://twitter.com/MunazaHassan,"islamabad, pakistan",
AnitaZaidi,president of gender equality at @gatesfoundation. pediatrician improving child health through vaccine development. advocate for women & girls everywhere.,https://twitter.com/AnitaZaidi,"seattle, wa",https://t.co/IcgdqmAMjd
DrJoyceBanda,former president of the republic of malawi. champion for women and girls in africa and globally. rts are not endorsements,https://twitter.com/DrJoyceBanda,malawi,https://t.co/BjwjKR9ic4
kakoligdastidar,"human । doctor | mother | member of parliament, lok sabha (barasat), west bengal | aitc women wing president | retweets are not endorsements",https://twitter.com/kakoligdastidar,"barasat, india",https://t.co/L5PQzkX3Oc
BarnardCollege,"the premier college devoted to women’s intellectual leadership, with all the resources of @columbia and new york city. led by president @sianbeilock.",https://twitter.com/BarnardCollege,new york city,https://t.co/2W0mvYIdze
KarunaGopal1,"bjp national incharge women policies & research | president futuristic cities | mrics, uk | ivlp fellow usa govt | harvard kennedy | director engineers india",https://twitter.com/KarunaGopal1,hyderabad | delhi | bangalore,https://t.co/A0TSAUQxpO
shaziabuttpmln,"politician & social activist.
president pmln women wing tehsil  gujjar khan 
this account is run by cordinater : m ali butt
 #pmln #democrat",https://twitter.com/shaziabuttpmln,"اسلام آباد, پاکستان",
natashankpr,"president of nkpr, leading 🇨🇦🇺🇸 pr, marketing & digital agency. @forbescouncils member. board chair @artistsforpeace. 3x winner of wxn most powerful women.",https://twitter.com/natashankpr,new york city/toronto,https://t.co/PGm3awZFnu
klips,empowering conservative women as president of @newnetwork; @iwf sr. fellow; lawyer; speaker; spring 2016 resident fellow @harvardiop #opportunityfeminism,https://twitter.com/klips,,https://t.co/gkpXqagjQL
amy_e_weaver,"@salesforce president & cfo; @girlscouts, @wellesley, @harvardlaw, trustee @lehighu, @un_women #generationequality leader, @habitat_org board. tweets = mine.",https://twitter.com/amy_e_weaver,,
KavitaMeenaji,"| #ex. student union president |
| #social activity | women's voice |
|jai bhim ,jai johar, jai farmers🌾|
 | dowry is a curse | @helpinghands4u_
@the_mooknayak",https://twitter.com/KavitaMeenaji,"jaipur, india",https://t.co/WFeI2TLw7C
RizwanaKhanMIM,"(mahila ekta shuraksha foundation)
founder & aimim mumbai mahila (women wing) president✌️🪁",https://twitter.com/RizwanaKhanMIM,"mumbai, maharashtra ",
drbrendawade,world renowned relationship psychologist 🌎 keynote speaker 🎙 relationship expert for online for love ❤️ zenith chapter chair of women's president organization,https://twitter.com/drbrendawade,san francisco,https://t.co/bQcgbtH4sq
michaeljkruger,"president & samuel c. patterson professor of new testament and early christianity @rtscharlotte, married to @melissabkruger director of women's initiatives @tgc",https://twitter.com/michaeljkruger,,http://t.co/1jC8mdwfWP
RajitaBagga,president @srisriu & @wfeb_global.court of @iiscbangalore. tedx speaker. best selling author. global thought leader & coach. top 100 women leaders in india,https://twitter.com/RajitaBagga,,https://t.co/dZKjUPYmDb
DrSimasamar,"former voice president and minister of women affairs, former chair of aihrc  and member of the high level panel of unsg on idps",https://twitter.com/DrSimasamar,,
alishaabdullah,state secretary of sports & skill development cell bjp-tn🇮🇳 …1st women president awardee. national car & bike racing champion.,https://twitter.com/alishaabdullah,"chennai, india",
corpodelledonne,"activist writer documentarist mba president ""new eyes for the media"" author of video ""women's bodies"" face  manifesto my new social project on digital humanism",https://twitter.com/corpodelledonne,,https://t.co/NsV0iwsWWF
ShahidaRehmani,"member national assembly of pakistan, secretary women’s parliamentary caucus, federal parliamentary secretary industries & production, president ppp khi div ww",https://twitter.com/ShahidaRehmani,pakistan,https://t.co/oJ4sOAnCYh
Naeema_Naz7,"political issues and  
 senior voice president sport & culter_kpk president women chamber of commerce & industry mardan.kpk",https://twitter.com/Naeema_Naz7,دیر پاکستان,https://t.co/fX60BjLLUg
MuqadasaAhmadz2,"mom, social & political activist, women & human rights #education #peace. n-peace award winner. founder & president of kor association. view are my own, rts not",https://twitter.com/MuqadasaAhmadz2,"virginia, usa",https://t.co/qNpPuRgHLA
riya_siddiqui,founder member in up (women cell) & aimim ex-kanpur president (women cell),https://twitter.com/riya_siddiqui,"uttar pradesh, india",https://t.co/zaqNpVXvDR
pascalidou,"award winning journalist, author, tv- & radio, playwright, producer. president un women sweden. greek-swedish, citizen of the world. instagram @pascalidou",https://twitter.com/pascalidou,stockholm / athens,https://t.co/tEkyqYPsmP
TashfeenSafdar,"member @naofpakistan 
2018. ex- federal  parliamentary secretary for the ministry of housing & works. ex- president punjab women wing @ptiofficial",https://twitter.com/TashfeenSafdar,gujrat,https://t.co/VpYSiiKE4z
aarohi_voice,official twitter account of #aarohi_banshal central president wing women's front of the @aiysds 🙏#जयभीम_नमोबुद्धाय_सेवाजौहार🙏,https://twitter.com/aarohi_voice,"jharkhand, india",https://t.co/hAyYIb2xy2
AmandaSHansen,"president of advancedmd: cloud software for private practices 
she/her/hers
stevie award - female executive of the year
utah business - 30 women to watch",https://twitter.com/AmandaSHansen,"south jordan, ut",https://t.co/xUtqbrWHdp
SilviaPencak,president of @wbecanada | #supplierdiversity | champion of canadian women owned businesses | god. family. teamwork. community | #introvert #chocolatelover,https://twitter.com/SilviaPencak,"oakville, ontario",https://t.co/m6fQfw80N5
najmafatma_,"@aimim_national state president mahila up advocate, master in laws, child rights activist, journalism,
amu alumna, women's political empowerment,
rts nt endrmnt",https://twitter.com/najmafatma_,india,https://t.co/xgZEtT4Lpz
sania_kamran,busy making naya pakistan. member chairman central women committee .ex itf president pakistan . https://t.co/8daervmgp0(official account ),https://twitter.com/sania_kamran,"lahore, pakistan",
waddani_5,*opposition leader @waddanip *environmental activist*women's rights*#snm founders *#somaliland independent*phd candidate will some day become president #lixle⚔️,https://twitter.com/waddani_5,marso⛰(#skeekh) #somaliland 🏡,https://t.co/a2WdwcqXCe
LuolDeng9,"retired 15yr nba player, x2 all-star |  president @ssbfed 🇸🇸🏀",https://twitter.com/LuolDeng9,,https://t.co/R2lvReloXG
IncredibleCulk,"best boyfriend, pizza band member, #1 bill goldberg fan, voted ""3rd most likely to be president from the cast of home alone 2"", and best of all: maker of men",https://twitter.com/IncredibleCulk,heading to the corner,https://t.co/8F4wRoPmDs
jamiljivani,president of https://t.co/xymjgrpmbr. columnist @nationalpost and @thetorontosun. lawyer. author of 'why young men',https://twitter.com/jamiljivani,canada,https://t.co/V4nokJvdEz
barkhatrehan16,"activist | voice of men | president, purush aayog | tedx speaker | hindu entrepreneur | director of documentary #thecurseofmanhood https://t.co/qrsmcvbkcb",https://twitter.com/barkhatrehan16,"delhi, india",https://t.co/glMKEh5SPs
simply_kod,"politician, creative president, nineteen57, ghana's leading men's clothing brand, pan-african activist & broadcaster & curator  of rhythms on da runway",https://twitter.com/simply_kod,"accra, ghana,west africa",
mey3_nHyiRa,president at @godchasers_g || medical doctor || pastor || proof that men can carry god|| 🦅👑 god chaser! 🌍🔥,https://twitter.com/mey3_nHyiRa,ghana ,
N_Kwankwa,"the official twitter account of nqabayomzi kwankwa, mp | udm deputy president and chief whip | founder and chairperson of afripahr | proudly south african 🇿🇦",https://twitter.com/N_Kwankwa,cape town,https://t.co/AYAMgFRMbP
KuriaKimaniMP,"loving father and husband. mp molo constituency. president, @africaypn.
cpa. chairman, finance and national planning committee, national assembly.",https://twitter.com/KuriaKimaniMP,molo ,https://t.co/VitkJKfTj6
harrisonmumia,founder and president of the atheists in kenya society. history & philosophy. life before death. god is dead.,https://twitter.com/harrisonmumia,"nairobi, kenya",https://t.co/sC8Th8l8oY
esportslaw,founding partner @esg_law // president @esportsbar // panel chair @esportsawards // board member @ateyo_ // forbes 30 under 30 // @tft caster // he/him,https://twitter.com/esportslaw,"seattle, wa",https://t.co/Dd5dOk3Teu
Selim_,"former president & board member @albawsalatn , co-founder @cahiers_liberte",https://twitter.com/Selim_,tunis,https://t.co/luTT97aaF0
SusanaMalcorra,president and founder @gwlvoices former fm 🇦🇷 🇺🇳 sg cos co-chair @crisisgroup senior advisor @ieuniversity board member @the_dialogue @kofiannanfdn @thegpmb,https://twitter.com/SusanaMalcorra,"madrid, comunidad de madrid",https://t.co/qksJ7SlI1m
officeofssbadal,shiromani akali dal president | member parliament (ferozepur) | former dy cm punjab | former union mos | ex mp (faridkot) | ex mp rajya sabha,https://twitter.com/officeofssbadal,"punjab, india",https://t.co/k8ch1xUrf2
DeAngelisCorey,"senior fellow, @schoolchoicenow; executive director, @ef_institute; senior fellow, @reasonfdn; board member, @ljcenter; forbes 30 under 30",https://twitter.com/DeAngelisCorey,"san antonio, tx",https://t.co/zK6i4awZA5
Kader_Sevinc,presidency board member @pes_pse • president @chpeu 🇹🇷 • ex- @europarl / 🇪🇺🇺🇸 fellow @saishopkins / govtech scholar @nyutandon • citizen k @  democracy4.0,https://twitter.com/Kader_Sevinc,"brussels, eu capital & türkiye",https://t.co/3E9ria9dLO
stacey_cunning,"markets enthusiast, former president and current board member of @nyse, proud aunt",https://twitter.com/stacey_cunning,"new york, ny",
Andrew303,"cto, former creative director at newscorp & razorfish, now author of 'rethinking digital media'. founder of future content lab & board member fintechnz",https://twitter.com/Andrew303,sydney,
Wade_Davis28,vp of inclusion | product at @netflix | former #nfl player | #feminist | board member of @msfoundation & @metoomvmt | my opinions are my own | https://t.co/h3gbw0nunw,https://twitter.com/Wade_Davis28,"los angeles, ca",https://t.co/9T0xWnTCVX
urfavisprez,posting your favorites as the poorly photoshopped president of the us. requests are currently closed. fanart tag: #urfavisprezart. ran by @phantomheartss,https://twitter.com/urfavisprez,requests via dms only,https://t.co/gDgkFMy0JU
TokayevKZ,president of the republic of kazakhstan,https://twitter.com/TokayevKZ,,https://t.co/x9YGrETkYt
realsalehUG,"future president • software developer • digital marketing • writer • mentor @sacrisword, @klabrw",https://twitter.com/realsalehUG,worldwide,https://t.co/37heal2Miw
DrewNeisser,"founder @renegadellc + @cmohuddles, top-rated podcast for cmos, #10 cmo influencer, keynote speaker, @adage columnist, author @cmobooks #foreverduke",https://twitter.com/DrewNeisser,new york city,https://t.co/3QQ7qWEGvD
LisaBraganca,"#investoradvocate attorney defending folks in #sec #finra and other financial investigations. vp of the piaba foundation, 501c3 #investoreducation org",https://twitter.com/LisaBraganca,"skokie, illinois",https://t.co/oiQoA6e0kw
StanleyMametlwa,"advocate of high court. llb, llm & phd. 'a good head and a good heart are always a formidable combination'. nelson rolihlahla mandela.",https://twitter.com/StanleyMametlwa,south africa,https://t.co/S306Tl1ubr
CMofKarnataka,"official page of the chief minister's office, karnataka",https://twitter.com/CMofKarnataka,"bengaluru, karnataka",
CMOfficeUP,"official twitter handle of office of hon. chief minister, uttar pradesh. माननीय मुख्यमंत्री कार्यालय, उत्तर प्रदेश का आधिकारिक ट्विटर अकाउंट",https://twitter.com/CMOfficeUP,,https://t.co/MINciHtTkn
uroojmumtazkhan,former captain pakistan women’s cricket @therealpcb | former chief selector pakistan women’s cricket | cricket commentator | consultant dentist,https://twitter.com/uroojmumtazkhan,"karachi, pakistan",https://t.co/jph8I1O6Pr
AsmaviaIqbal16,first women cricketer to have ever taken international  t20 hat-trick. 🇵🇰 now serving pakistan as chief selector for women's team.,https://twitter.com/AsmaviaIqbal16,,
LOS_Fisher,"chief political commentator @timesradio • columnist  
@theipaper • second book “women in the war” out now via @harpernonfic • associate fellow @rusi_org",https://twitter.com/LOS_Fisher,"london, england",https://t.co/CxyCPwg4dR
TinaTchen,"chief strategy and impact officer, obama foundation former cos to @michelleobama, exec dir of @obamawhitehouse council on women & girls. mom advocate & activist",https://twitter.com/TinaTchen,"chicago, il",https://t.co/olg90AZg3W
CFair1,"editor in chief @mybff. former editor at large @linkedinnews, founder of @fortunemagazine’s the broadsheet. always focused on advancing women. forever @dukeu.",https://twitter.com/CFair1,"new york, ny",https://t.co/7bHmJpknaD
Ratnaprabha_IAS,former chief secretary govt of karnataka.  founderpresident ubuntu consortium(a platform for women entrepreneurs associations),https://twitter.com/Ratnaprabha_IAS,"bengaluru, india",https://t.co/jLnZLI5nq2
RichardAngell,"drinking gin, flirting with handsome men & hanging out with brilliant women | guncle | he/him | views my own … also chief executive, @thtorguk",https://twitter.com/RichardAngell,"london, uk",https://t.co/ubohGq3ZQo
tcmurray,"editor-in-chief @thedeveloperuk @festivalofplace former editor architectural review, architects' journal. founder aj women in architecture awards (now w awards)",https://twitter.com/tcmurray,"london, uk",https://t.co/NTilW42SFs
Prerana_Issar,"former chief people officer @nhs, champion for women and girls. other connections - @wfp , @unilever, @hul. views my own. pronouns she/her",https://twitter.com/Prerana_Issar,"london, england",
FranKatsoudas,"learning is my currency. #innovation is my passion. women leaders... sisterhood. evp and chief people, policy & purpose officer @cisco.",https://twitter.com/FranKatsoudas,"san jose, ca",https://t.co/DN5Xk5heXb
KatrinaKlier,chief marketing officer | cmo | nacd directorship certified | women in tech advocate | board director | believer in smiles,https://twitter.com/KatrinaKlier,nyc + the world,https://t.co/yY8ohwqOlU
IngriPauline,"chief of specops in dept of women's health ⚔️ 
nutrition & fitness for menstruation, postpartum + menopause 🏋️‍♀️ 
valkyrie 🌾 
vet ⚓",https://twitter.com/IngriPauline,"las vegas, nv",https://t.co/FwWQ9RYYln
JGrapsa,consultant cardiologist - editor in chief #jacccasereports - chair tf women in cv imaging #eacvi  - tweets are my own opinion#,https://twitter.com/JGrapsa,,https://t.co/YFCFqNaCUM
JoannMoretti,"empower women in #stem. chief revenue officer, fictiv, board member, angel investor & mom (opinions mine)",https://twitter.com/JoannMoretti,united states,https://t.co/n17TkvtzpW
hyounpark,mba. women's studies major. chief analyst @amalgaminsights post - https://t.co/ftte14ipf9 mastodon - @hyounpark@sfba.social,https://twitter.com/hyounpark,"berkeley, ca",https://t.co/C3AiJQ7ZhH
sanamalikshaikh,"mother | home maker | architect | entrepreneur | business women | social reformer | vp maharashtra, rashtrawadi yuvati congress | trustee, rehbar foundation",https://twitter.com/sanamalikshaikh,"kurla west, mumbai",https://t.co/5UuSYqzxLH
dilasangroula,"ex member of parliament (house of representative), central committee member of nepali congress and ex-chairperson of nepal women's association.",https://twitter.com/dilasangroula,nepal,https://t.co/o2ZZj7JGHR
reidgj,"chief coach, india men’s hockey team...loves family, laughing and hockey!",https://twitter.com/reidgj,bangalore,
CoachChiefMB,keiser university men's basketball head coach,https://twitter.com/CoachChiefMB,,
NHoultCricket,"chief cricket correspondent @telegraphsport, @telecricket. co-author of morgan's men: the story of england's world cup triumph https://t.co/kxzdpivas1",https://twitter.com/NHoultCricket,on the road,https://t.co/AnO2ZGalAQ
StuMathieson7,freelance football writer. 22 years chief @manutd reporter for men. 46 years in football journalism,https://twitter.com/StuMathieson7,manchester,
SeanHyson,"editor in chief at https://t.co/uq6y847exp. author of the men’s health encyclopedia of muscle, the truth about strength training, https://t.co/uxrbrcqcfo",https://twitter.com/SeanHyson,new york,https://t.co/t2kEgJgMgO
baileymcfc,"former man city editor in chief (official website, citytv etc) ex-city men man; first blues game 1966. occasional contributor to https://t.co/p46lwfh8h7",https://twitter.com/baileymcfc,cheshire ,https://t.co/iVJLVJRcBK
MPRakeshSingh,"member of parliament for jabalpur constituency | chief whip (lok sabha) | chairperson, standing committee on coal and steel",https://twitter.com/MPRakeshSingh,"jabalpur, india",https://t.co/Rl6CU5mno0
tasneemraja,"now: editor-in-chief @oaklandside, co-founder @citysidelocal, board member @19thnews. before: founder @thetylerloop, senior editor @nprcodeswitch @motherjones",https://twitter.com/tasneemraja,"oakland, ca",https://t.co/SCQE21gEqp
ThamKhaiMeng,"🚀 | board member | lnvestor | fmr worldwide co-chairman, chief creative officer ogilvy | mccann | leo burnett @rca @guggfellows",https://twitter.com/ThamKhaiMeng,new york city,https://t.co/uz9rWsun1J
toddgillman,washington bureau chief @dallasnews. @whca board member. non-random dude on twitter.,https://twitter.com/toddgillman,"washington, dc",https://t.co/lT0IcQgmLT
JenP,chief commercial officer @ @ramsnfl 🏈 former @twitter @google ✨board member 💫 investor 🎯 advisor 📈 proud mom of 3️⃣ girls 💕,https://twitter.com/JenP,"los angeles, ca",
SheriffMina,"sheriff, orange county sheriff’s office, florida. former chief of police, orlando p.d. proud u.s. army veteran, 82nd airborne division. iacp board member.",https://twitter.com/SheriffMina,"orlando, fl",https://t.co/iFjndwIUTh
dugsong,"founder & funder, @duosec, @minorcapital, @songfoundation ☰☲☷☵ 
“my motto, as i live and learn, is: dig and be dug, in return.” – langston hughes",https://twitter.com/dugsong,"ann arbor, mi",https://t.co/DpoRlWfEVc
hexinfo,"founder & creator: pulsedogecoin, pulsebitcoin, and asic token

https://t.co/xjvid7feb3
https://t.co/nf5agy0sdt",https://twitter.com/hexinfo,developer,https://t.co/MhZ6RbozTB
AmberFounder,"the real national & internationally recognized founder & creator of the amber alert, concept pastor charles williams. https://t.co/orrmbqqkgc.",https://twitter.com/AmberFounder,texas / ohio usa,https://t.co/ORrmbqqKGc
Mihero,"father of 3 sons, progressive, history, science, philosophy,political comment,diverse interests #followback #veteransresist #ω #theresistance & #pru founder",https://twitter.com/Mihero,#pru banners are protected by copyright law. unauthorized use is a violation of c/r laws. get permission to use #pru banners.,
shaherose,"innovation @nike | investing @joindvc | always helping founders | founder women 2.0 + @founderlabs | raised on atari, ms-dos, bollywood & hip hop. 🇨🇦in 🇺🇸",https://twitter.com/shaherose,sea / sfo,https://t.co/rATAlqNnHT
MaggieMoonsamy,"admitted attorney of the high court, magdalene moonsamy attorneys, founder women's justice foundation, activist",https://twitter.com/MaggieMoonsamy,"pretoria, south africa",https://t.co/hNzWuIdEMV
BinaNepram,"senior adviser-indigenous issues,usip/founder-manipur women gun survivors network & global alliance indigenous peoples,gender justice & peace/fellow @harvard",https://twitter.com/BinaNepram,manipur & indigenous world,https://t.co/p4eT9bd2Me
womenintech,"sharing, retweeting and supporting uk #womenintech founder @maggie__berry",https://twitter.com/womenintech,london,
AndyOstroy,"proud democrat. patriot. writer. filmmaker/producer (adrienne, hbomax). podcaster. non-profit founder supporting women filmmakers. drummer. biker. candy man.",https://twitter.com/AndyOstroy,nyc,https://t.co/oMlSeicDxf
helenmccabe,"managing director, founder future women",https://twitter.com/helenmccabe,"sydney, australia",https://t.co/U7Q4ZxPyC8
sianmorson,"vp of community @sciencemagicxyz | founder @theblkchain | opinions my own | prev: @coolcatsnft, @palmnft, @magicleap",https://twitter.com/sianmorson,metaverse heights,https://t.co/yQ02UcYEGi
womenonthemove1,"registered nurse 👠 founder of women on the move  👜 founder of daawc 🎤 political content contributor: cnn, msnbc, fox news, npr 🗣",https://twitter.com/womenonthemove1,south florida,https://t.co/Sb4ns8Iqgc
JoyceOmondi,daughter of god | wife | gospel music minister | tv host | founder - epic women africa,https://twitter.com/JoyceOmondi,"nairobi, kenya",https://t.co/fUme4k0ysO
ayeshakfaines,"👩🏾‍💻 founder of women love power®, 🍯 columnist @zoramag, ✍🏾 writer, 📺 talking head, 🗣activist, 💃🏾 salsera, 🍇 panelist @thegrapevinetv & 🐶 yale alumn.",https://twitter.com/ayeshakfaines,la vie boheme,https://t.co/GofURFKjlR
SandraAnkobiah,lawyer | entrepreneur | humanitarian | founder the women’s institute | traveller #womensdgs #globalgoals advocate 🌍🇬🇭✈️💡,https://twitter.com/SandraAnkobiah,ghana,https://t.co/s3TdhMcUMP
EleanorMills,"founder noon - for women in midlife; home of the queenager. writer, award-winning editor, ex sunday times. find me on substack https://t.co/rneabpwvwe",https://twitter.com/EleanorMills,london,https://t.co/YcpKygPDWr
YourLifeAfter25,founder of your life after 25 | #author | #atl based living #rvlife | founder of @outdoorsybw #outdoorsyblackwomen social network.,https://twitter.com/YourLifeAfter25,atlanta,https://t.co/5f7BpouCWW
ktrain_11,lawyer|producer|writer • past @bluebloods_cbs • now vp biz affairs @gamingsociety • founder invest in women • been called the kevin bacon of twitter • she/her,https://twitter.com/ktrain_11,"washington, dc",https://t.co/Gd8OK230JG
astridbavaresco,pediatric speech-language pathologist ✨ mentor | founder | helping women make $ from wifi ✨,https://twitter.com/astridbavaresco,"miami, fl",https://t.co/aPyfZxQE5a
